dim_s_p90_to_vh,two_dim_large_share,aspect_cv
0.4,0.0,0.5900392860948923
0.4233333333333334,0.14285714285714285,0.40803641280991654
0.39,0.0,0.2468148221217867
0.39333333333333337,0.23076923076923078,0.43335359244608274
0.4,0.0,0.5826388095150328
0.4033333333333333,0.2,0.4217607377065993
0.36999999999999994,0.2,0.33206212597402684
0.3333333333333333,0.36363636363636365,0.24728016344972964
0.4033333333333333,0.2,0.39149887456055193
0.36666666666666664,0.375,0.30341658807820887
0.39000000000000007,0.16666666666666666,0.34140773435135446
0.3966666666666667,0.08333333333333333,0.4063476332553274
0.36999999999999994,0.2,0.408438594769079
0.3333333333333333,0.36363636363636365,0.23468962466474072
0.4033333333333333,0.0,0.4649410136601176
0.4,0.0,0.5009715130219922
0.36666666666666664,0.36363636363636365,0.2596061105142692
0.4033333333333333,0.1,0.40805768774496276
0.3366666666666666,0.3,0.23062655430986775
0.36999999999999994,0.3,0.38613341670306583
0.4,0.18181818181818182,0.4180833371476716
0.38,0.14285714285714285,0.38430656443821876
0.39333333333333337,0.25,0.33232577828390997
0.36666666666666664,0.14285714285714285,0.345215723301551
0.36666666666666664,0.16666666666666666,0.38369802220889265
0.36999999999999994,0.1,0.40666817536538974
0.43333333333333335,0.1111111111111111,0.4407559812921189
0.39333333333333337,0.15384615384615385,0.4369037982683564
0.29333333333333333,0.2857142857142857,0.20741902382074562
0.36333333333333334,0.25,0.3579004090825942
0.3333333333333333,0.4166666666666667,0.23523069869542723
0.39000000000000007,0.2857142857142857,0.3441946059256697
0.3733333333333333,0.4,0.26022372313332215
0.3233333333333333,0.0,0.22627416997969527
0.36666666666666664,0.18181818181818182,0.3510306047735028
0.3333333333333333,0.18181818181818182,0.20960201038036572
0.36333333333333334,0.16666666666666666,0.43758480224443935
0.36666666666666664,0.18181818181818182,0.3738001914003716
0.38,0.0,0.7614996105085896
0.36666666666666664,0.18181818181818182,0.4243078448211719
0.3966666666666667,0.16666666666666666,0.48096964740694065
0.38,0.3333333333333333,0.3859534661183175
0.3733333333333333,0.3,0.3908114491944097
0.36666666666666664,0.3333333333333333,0.3726679202752363
0.36666666666666664,0.07692307692307693,0.4072396525080731
0.3966666666666667,0.08333333333333333,0.3872508675252126
0.33999999999999997,0.3333333333333333,0.202818528471435
0.36666666666666664,0.16666666666666666,0.3567873850237589
0.3833333333333333,0.25,0.3645153879349463
0.37333333333333335,0.1111111111111111,0.3903964042908374
0.36666666666666664,0.25,0.40067844620047655
0.4133333333333334,0.23529411764705882,0.40554198872378366
0.3433333333333333,0.25,0.23828820364428308
0.3866666666666667,0.5,0.42044186989470406
0.38,0.2222222222222222,0.44885900526802236
0.36666666666666664,0.2727272727272727,0.29047714644825645
0.37333333333333335,0.3333333333333333,0.29304022962263276
0.4,0.14285714285714285,0.492781012230359
0.4,0.18181818181818182,0.36928281900210674
0.37333333333333335,0.2222222222222222,0.27534427701279823
0.26,0.5,0.12856486930664493
0.2733333333333333,0.2,0.18459166204762412
0.36,0.0,0.3034555428885198
0.3366666666666666,0.5,0.24544659954555598
0.4033333333333333,0.1,0.4615366345629396
0.4033333333333333,0.0,0.4511786837174595
0.3966666666666667,0.25,0.374391824909855
0.33999999999999997,0.2,0.36711016860502604
0.3666666666666667,0.3333333333333333,0.5590850688442133
0.36666666666666664,0.25,0.3568447916889328
0.36666666666666664,0.2,0.32210076025635564
0.3700000000000001,0.2857142857142857,0.32202572194033224
0.37333333333333335,0.3333333333333333,0.3556872523206336
0.43333333333333335,0.1,0.42118993133856397
0.39333333333333337,0.3333333333333333,0.35395415674708613
0.39333333333333337,0.23076923076923078,0.4419130745189082
0.36000000000000004,0.0,0.2852719801975017
0.39333333333333337,0.5714285714285714,0.2665024456318163
0.3633333333333333,0.375,0.24826997793806033
0.4,0.18181818181818182,0.40377605906513886
0.39333333333333337,0.07692307692307693,0.41850322806107904
0.3333333333333333,0.4,0.21736082219953132
0.4066666666666667,0.1111111111111111,0.5413224759728285
0.36,0.23076923076923078,0.3456225234270476
0.3433333333333333,0.5,0.20902027033137968
0.3366666666666666,0.3,0.2149741231092429
0.36666666666666664,0.3333333333333333,0.4620894643580139
0.39333333333333337,0.14285714285714285,0.5350991512047718
0.36666666666666664,0.23529411764705882,0.3306130348894205
0.36666666666666664,0.36363636363636365,0.3878627450164339
0.3833333333333333,0.16666666666666666,0.27582871338035825
0.36666666666666664,0.2857142857142857,0.34464131448795243
0.37666666666666665,0.25,0.44475903009677664
0.3966666666666667,0.25,0.40883017189775556
0.39333333333333337,0.14285714285714285,0.3838468144741063
0.36333333333333334,0.25,0.3546844104668972
0.36999999999999994,0.5,0.2683327166374256
0.3333333333333333,0.36363636363636365,0.2567502778406971
0.4033333333333333,0.3,0.3867540127014944
0.36666666666666664,0.18181818181818182,0.30806941750558164
0.4,0.18181818181818182,0.4294360733711939
0.4033333333333333,0.2,0.4510825229913867
0.36333333333333334,0.3333333333333333,0.2757309442149843
0.4033333333333333,0.1,0.46328345481046607
0.4,0.18181818181818182,0.3497327227238377
0.4,0.2727272727272727,0.34518773638578065
0.39333333333333337,0.3333333333333333,0.3324848210801805
0.4,0.18181818181818182,0.4891721617995169
0.36666666666666664,0.2727272727272727,0.2560969499520634
0.35333333333333333,0.07692307692307693,0.3551456700953952
0.38,0.29411764705882354,0.4007237846258388
0.36999999999999994,0.2,0.31972999658789875
0.39000000000000007,0.2857142857142857,0.31376487259683894
0.36666666666666664,0.3333333333333333,0.303828795324567
0.37333333333333335,0.4444444444444444,0.3141294275514095
0.39,0.25,0.4662510855628989
0.33999999999999997,0.3333333333333333,0.4819811701243746
0.32666666666666666,0.4,0.33811114905425094
0.42000000000000004,0.23076923076923078,0.397399145119208
0.35333333333333333,0.25,0.26760539427915914
0.36666666666666664,0.23076923076923078,0.35932555570214897
0.36,0.38461538461538464,0.2634053808518327
0.4,0.36363636363636365,0.28758939843929177
0.36666666666666664,0.18181818181818182,0.4141544441039384
0.36666666666666664,0.18181818181818182,0.32553928552569134
0.4066666666666667,0.2222222222222222,0.4626647607464513
0.4,0.18181818181818182,0.5019842184543633
0.4,0.2727272727272727,0.39862967577472974
0.36999999999999994,0.3,0.4186818839234945
0.43000000000000005,0.16666666666666666,0.4158386817856559
0.43333333333333335,0.1111111111111111,0.45384214016432883
0.37333333333333335,0.3333333333333333,0.3216935425095951
0.36666666666666664,0.18181818181818182,0.39329536784250485
0.43333333333333335,0.3333333333333333,0.45253255430512307
0.3733333333333333,0.3,0.4590190712378266
0.36666666666666664,0.3333333333333333,0.4348962213219208
0.41000000000000003,0.125,0.41959792845720645
