spare_cap_x_avg_vol,wl_max_residual,n_long_items
34024152.617616,-947.9166663000001,0
38069218.386087,-866.666667,0
38926038.661252,-907.5000003,0
43839109.0,-880.4166663000001,0
37091466.67156,-887.916667,0
29985513.996228002,-963.75,0
55822284.0,-743.3333333,0
55925859.560176,-645.8333333,0
41593600.0,-800.8333333999999,0
45221906.903764,-840.0,0
36594194.905732,-950.8333333,0
41682379.673346,-837.5,0
33279507.695520002,-963.3333333,0
51674679.0,-753.75,0
40775025.910539,-859.1666663000001,0
54966310.991367,-532.9166666000001,0
43640530.821342,-774.5833333,0
41833179.659854,-767.9166667,0
36294893.25,-963.75,0
50566477.5,-657.9166667,0
22789495.919081,-1041.2500003,0
49594590.0,-612.9166667,0
50618699.9,-735.0,0
72296348.418749,-552.9166666000001,0
85547199.679433,-176.25,0
22743827.4375,-1214.166667,0
63014800.0,-520.8333333,0
22415737.4375,-1091.666667,0
62929289.5,-626.6666666000001,0
42305735.9,-837.9166663000001,0
49762403.099999994,-742.0833333,0
48953007.9,-762.0833333,0
50224599.9,-709.5833333,0
35089629.912243,-1037.5,0
32672703.995568,-943.7500003,0
40977189.910437,-862.5000003,0
50623700.4,-709.5833333,0
31003642.220287003,-956.2500003,0
35862032.007464,-988.75,0
45210534.450998,-847.5,0
71398319.420018,-584.1666666000001,0
33015250.283447996,-926.6666663000001,0
48838247.099999994,-766.25,0
33733350.695601,-910.4166663000001,0
48062615.599999994,-714.1666666000001,0
24931491.66937,-1067.0833333,0
28571898.385453,-1082.5000003,0
34382193.0,-948.3333333,0
46678647.599999994,-870.8333333,0
42100118.659508,-803.3333333,0
35522136.620256,-930.416667,0
33889405.635630995,-918.7500003,0
50081643.9,-754.5833333,0
41048515.910399,-789.5833333,0
42683116.265255004,-895.8333333,0
75047816.80000001,-325.8333333,0
7953472.36996,-1344.166667,0
21334882.216598,-1053.7500003,0
55539912.891108,-719.5833333,0
29543916.728481002,-998.7500003,0
35727213.460305,-927.083333,0
27993915.737736,-1023.7500003,0
102855466.65448,-155.0,0
84365559.340754,-504.16666660000004,0
27247641.6,-1039.1666663,0
21328707.13939,-1137.916667,0
28236136.5,-990.4166663000001,0
9592046.934488,-1280.4166663,0
18430314.599999998,-1109.5833333,0
35240617.763245,-902.0833333,0
20915625.0,-1250.833333,0
26959473.0,-1075.8333333,0
23073398.336615,-1094.166667,0
29584099.663266,-919.1666663000001,0
46022431.917252,-672.9166666000001,0
37898643.661558,-932.916667,0
45378523.26371,-848.3333333,0
46820577.6,-836.25,0
37315723.671618,-921.2499997,0
36838238.46021,-896.25,0
39835169.25,-903.333333,0
