spare_cap_x_hH,floor_area_pressure,tall_item_share
4228.85714397,0.5720000000000001,0.7142857142857143
1397.84615076,1.0053333333333334,0.8461538461538461
6795.6,0.32,0.75
6459.459988863,0.3526666666666667,0.8
2980.939392236,0.802,0.9090909090909091
7812.908346921001,0.14866666666666667,1.0
1017.5555550199999,1.1126666666666667,0.8666666666666667
5638.706655823,0.354,0.8
115.686666494,1.196,0.8666666666666667
-430.444444014,1.1873333333333334,0.8666666666666667
1283.88571272,1.0413333333333334,0.8571428571428571
4303.833327185,0.6766666666666666,1.0
2117.545829729,0.8926666666666667,0.8333333333333334
2778.539395732,0.8366666666666667,0.8181818181818182
3512.096968664,0.7873333333333333,0.8181818181818182
2715.208328989,0.908,0.8333333333333334
2395.022732595,0.9446666666666667,0.8181818181818182
3797.975,0.7020000000000001,0.9
2525.3772774510003,0.8546666666666667,0.8181818181818182
2016.532140948,1.0913333333333333,0.7857142857142857
3821.999991264,0.7106666666666667,0.7777777777777778
3975.088883964,0.748,0.7777777777777778
1745.5730755539998,1.0446666666666666,0.7692307692307693
2447.2000042560003,0.9560000000000001,0.75
2531.801520326,0.8553333333333333,0.8181818181818182
1747.1282076080001,1.012,0.7692307692307693
2957.476671114,0.8,1.0
2309.619445578,0.9086666666666667,1.0
3670.044452208,0.6606666666666667,0.7777777777777778
2122.90908914,0.9,1.0
1919.919440556,1.026,0.9166666666666666
3973.112505342,0.6666666666666667,1.0
3246.623328011,0.7986666666666666,0.8
2332.0833346199997,1.0253333333333334,0.75
4424.074064872,0.668,0.8888888888888888
964.9857124179999,1.116,0.8571428571428571
2422.209095032,0.9273333333333333,0.8181818181818182
2108.16667152,0.9253333333333333,0.8333333333333334
2930.353328281,0.7766666666666666,0.8
3094.577265168,0.9046666666666667,0.7272727272727273
2246.253024816,0.8566666666666667,0.8181818181818182
-495.97058741999996,1.26,0.8823529411764706
967.3571421900001,1.0713333333333335,0.8571428571428571
4861.323808467,0.5953333333333333,0.8571428571428571
4182.768340247,0.8073333333333333,0.8
3876.029622016,0.6786666666666666,0.8888888888888888
5626.414289882,0.5013333333333333,0.8571428571428571
885.1285732919999,1.104,0.8571428571428571
1636.20238252,1.064,0.7857142857142857
329.621110929,1.1460000000000001,0.8666666666666667
692.105557052,1.23,0.8
3260.856661321,0.7753333333333333,0.8
2987.594440743,0.6786666666666666,1.0
1939.126922148,0.964,0.8461538461538461
2377.171426932,0.974,0.8571428571428571
1762.544446376,0.988,0.8333333333333334
3683.6266609110003,0.7146666666666667,1.0
2493.4,0.9153333333333333,0.75
2479.872219428,0.948,0.75
1501.713889669,0.9420000000000001,1.0
3441.437034464,0.7373333333333334,0.7777777777777778
3499.0533384789996,0.7646666666666667,0.9
2162.121430173,1.022,0.7857142857142857
1764.69444826,0.9553333333333334,0.8333333333333334
1579.292310032,1.0813333333333333,0.7692307692307693
1938.5384657680002,0.9966666666666667,0.8461538461538461
2482.190914164,0.8373333333333334,1.0
2084.0097200140003,0.9566666666666667,0.9166666666666666
1629.374996445,1.0073333333333334,0.8571428571428571
3234.6000000000004,0.7993333333333333,0.8
4014.085182184,0.74,0.7777777777777778
2829.524239711,0.81,0.9090909090909091
5339.7138857009995,0.434,0.8333333333333334
6485.266676644001,0.3993333333333334,0.8
-909.50000187,1.3306666666666667,0.8823529411764706
5671.458324259001,0.44133333333333336,0.8333333333333334
-1332.5000020500001,1.34,0.8888888888888888
1394.6000000000001,0.9726666666666667,0.8461538461538461
5153.40625,0.5966666666666667,1.0
4066.626672647,0.7126666666666667,1.0
-1934.2,1.5766666666666667,0.8
5017.0,0.6913333333333334,0.75
1321.47436085,1.0213333333333334,0.7692307692307693
5380.200000000001,0.474,0.8333333333333334
-1248.092594408,1.4433333333333334,0.7777777777777778
775.169229385,1.1233333333333333,0.8461538461538461
1632.8205118,1.004,0.8461538461538461
1610.446156232,1.0033333333333334,0.8461538461538461
900.87777879,1.1606666666666667,0.8
2510.68718288,0.9026666666666667,0.8461538461538461
4608.307405884,0.5813333333333334,1.0
2871.65909487,0.872,0.9090909090909091
3327.051850752,0.7046666666666667,1.0
2881.776929184,0.9253333333333333,0.7692307692307693
1190.266669228,0.9973333333333334,0.8461538461538461
1196.6000000000001,1.03,0.8461538461538461
2865.386367145,0.8713333333333334,0.9090909090909091
3759.53,0.7473333333333333,0.8
3696.550005687,0.7140000000000001,1.0
2511.251520284,0.8873333333333333,0.8181818181818182
3335.1222254759996,0.7040000000000001,1.0
2186.692310796,0.9653333333333334,0.8461538461538461
2493.168175728,0.8993333333333333,0.8181818181818182
2001.543054561,0.89,0.9166666666666666
5798.222216424,0.4793333333333334,0.8333333333333334
4503.022213376999,0.6226666666666667,0.8888888888888888
5720.625,0.488,1.0
-1.465625,1.1613333333333333,0.875
6438.3,0.40800000000000003,1.0
2194.137881144,0.8413333333333334,1.0
3629.7916721250003,0.7026666666666667,1.0
1970.495830359,0.8826666666666667,1.0
4282.5599999999995,0.7053333333333334,0.7
2080.125,0.8500000000000001,1.0
2914.386367205,0.77,1.0
3734.786672159,0.7713333333333333,0.9
2922.02778098,0.8646666666666667,0.8333333333333334
4663.18519546,0.6053333333333334,0.8888888888888888
1929.349996716,0.9413333333333334,0.8333333333333334
1581.743588755,1.114,0.7692307692307693
4346.785184506,0.644,1.0
4618.783341366,0.66,0.75
1624.566669166,1.0073333333333334,0.8333333333333334
2803.133331858,0.9286666666666668,0.8333333333333334
4655.387492973,0.604,1.0
908.70476397,1.0453333333333334,0.8571428571428571
5399.550008307,0.524,1.0
2294.241030578,0.9326666666666666,0.8461538461538461
3334.181661063,0.7993333333333333,0.7
996.2833350660001,1.2333333333333334,0.75
2566.8266626560003,0.8173333333333334,0.9
4241.80953345,0.6126666666666667,0.8571428571428571
1399.424997618,1.216,0.75
2519.8933293960004,0.9186666666666667,0.8
8125.9999918739995,0.306,0.6666666666666666
2516.7272783199996,0.888,0.8181818181818182
2923.2000000000003,0.8653333333333334,0.8333333333333334
3804.79999344,0.7146666666666667,0.8
2955.6,0.7993333333333333,1.0
2887.393937744,0.86,0.9090909090909091
4160.147923257,0.6213333333333333,0.875
1726.82638558,0.9313333333333333,1.0
5004.333343341999,0.43333333333333335,0.6666666666666666
4481.1666564239995,0.622,0.7777777777777778
1397.7,0.9473333333333334,1.0
3841.2000000000003,0.7020000000000001,0.8
2238.854548196,0.8673333333333334,1.0
731.806667847,1.0866666666666667,0.8666666666666667
5786.325,0.4826666666666667,1.0
808.157143044,1.1680000000000001,0.8571428571428571
5544.0,0.456,0.5
-895.6441158810001,1.3726666666666667,0.8823529411764706
1237.314287392,1.1506666666666667,0.8571428571428571
-362.171875,1.3273333333333333,0.75
969.185556097,1.1886666666666668,0.7333333333333333
4550.512492494,0.64,0.875
2526.3250058159997,0.984,0.6666666666666666
8135.400012516,0.18,1.0
2568.797228136,0.8826666666666667,0.75
-423.66041601800003,1.174,1.0
3201.4833280850003,0.7806666666666667,0.8
2968.76515561,0.7886666666666667,1.0
-697.170832281,1.2926666666666666,0.875
3121.155562304,0.7853333333333333,0.8333333333333334
4227.577783524,0.5966666666666667,0.7777777777777778
6348.124989843001,0.334,1.0
1863.92381376,1.006,0.8571428571428571
5289.47222497,0.45133333333333336,1.0
2612.0,0.876,0.8181818181818182
4838.45238195,0.5673333333333334,1.0
5323.809521679999,0.5606666666666666,1.0
5072.899992753,0.5386666666666666,1.0
2507.84102903,1.0206666666666666,0.6923076923076923
3914.422220162,0.6960000000000001,0.8888888888888888
6557.070000000001,0.42000000000000004,1.0
979.949998332,1.2253333333333334,0.75
5499.63890078,0.49133333333333334,0.8333333333333334
4411.766673454,0.5633333333333334,1.0
5628.749990994001,0.4246666666666667,1.0
-100.915686482,1.1700000000000002,0.8823529411764706
1601.628570324,0.9653333333333334,0.8571428571428571
4766.4714193459995,0.604,1.0
240.805882928,1.2893333333333334,0.7647058823529411
-218.0,1.312,0.75
6387.305540956,0.4046666666666667,0.8333333333333334
3948.800004936,0.6626666666666666,0.6666666666666666
2031.7974376109999,1.054,0.8461538461538461
3415.6933382479997,0.78,0.9
6527.6,0.39266666666666666,0.6666666666666666
-645.473528139,1.2293333333333334,0.8823529411764706
7481.19446062,0.26066666666666666,1.0
141.128571492,1.0973333333333333,1.0
9897.066679038,0.15933333333333333,1.0
1153.144870179,1.074,0.8461538461538461
5444.485703748,0.498,1.0
2850.222733098,0.8346666666666667,0.9090909090909091
-456.633332624,1.2566666666666666,0.875
6495.8666548559995,0.23333333333333334,1.0
2986.533337928,0.9053333333333333,0.8181818181818182
2793.222222708,0.744,1.0
-1060.467592198,1.4606666666666668,0.7777777777777778
7262.674987638,0.256,0.75
2330.3250000000003,1.0066666666666666,0.8333333333333334
4101.16665921,0.5760000000000001,0.875
4115.241672855001,0.8146666666666667,0.8
4283.958326479,0.5766666666666667,1.0
4469.80556522,0.68,0.7777777777777778
961.4288894260001,1.2386666666666668,0.7333333333333333
999.733333116,1.1166666666666667,0.8571428571428571
2837.36538239,0.8866666666666667,0.8461538461538461
5696.200000000001,0.5166666666666667,0.8571428571428571
2028.102562835,1.0446666666666666,0.8461538461538461
2806.630003953,0.792,1.0
3860.1,0.6980000000000001,0.8
98.0,1.3546666666666667,0.7647058823529411
2910.886370105,0.9286666666666668,0.8181818181818182
3273.713338882,0.8400000000000001,0.8
4417.253698231,0.7473333333333334,0.7777777777777778
1219.007142558,1.0813333333333333,0.7857142857142857
3164.031811206,0.8593333333333334,0.7272727272727273
6385.0222251919995,0.44866666666666666,1.0
2431.236368184,0.928,0.8181818181818182
7726.83335004,0.22,0.6666666666666666
-102.609375165,1.2506666666666666,0.875
-484.250000745,1.224,0.875
6193.623343831,0.3453333333333334,1.0
4934.214280380001,0.5526666666666666,0.5714285714285714
72.921875,1.318,0.75
5213.314289576,0.5106666666666666,0.8571428571428571
-1102.301959072,1.424,0.7647058823529411
991.583333455,1.0353333333333334,0.8461538461538461
5311.150008171,0.534,1.0
618.395554876,1.0886666666666667,0.8666666666666667
3300.966661951,0.7653333333333334,1.0
2907.7227208619997,0.804,0.8181818181818182
2835.709088546,0.8106666666666666,0.9090909090909091
4047.533336304,0.7393333333333334,0.7777777777777778
3543.511672247,0.8593333333333334,0.8
4120.256249999999,0.622,0.875
2795.955557008,0.928,0.8333333333333334
6328.98,0.4,0.8
614.544444121,1.15,0.8666666666666667
1624.357692507,0.928,0.9230769230769231
3430.725919187,0.7393333333333333,0.7777777777777778
2737.687502826,0.8300000000000001,1.0
1483.2999983700001,1.034,0.8666666666666667
7534.0,0.33066666666666666,1.0
5368.546674228,0.5106666666666667,1.0
1342.191668858,1.0586666666666666,0.875
6723.750009779999,0.372,1.0
459.460714587,1.108,0.8571428571428571
1371.388096552,1.0086666666666666,0.8571428571428571
-1567.771294915,1.3413333333333335,0.8888888888888888
2587.393939792,0.896,0.7272727272727273
130.16666652,1.3413333333333333,0.7777777777777778
-1204.459649228,1.48,0.7894736842105263
951.797617256,1.202,0.7142857142857143
2185.083336695,0.998,0.8181818181818182
