dim_l_occupancy_sum,fragile_vol_share,needle_frac,dim_m_tail_ratio
0.95,0.0,0.0,1.2909090909090908
4.85,0.0,0.1,1.1400000000000001
3.4333333333333336,0.0,0.0,1.2142857142857142
3.2,0.0,0.0,1.2142857142857142
4.983333333333333,0.0,0.0,1.4083333333333332
4.266666666666667,0.0,0.1,1.288
1.2333333333333334,0.0,0.0,1.1714285714285713
3.4333333333333336,0.0,0.0,1.3826086956521737
6.266666666666667,0.0,0.0,1.4166666666666667
6.033333333333333,0.0,0.07142857142857142,1.096774193548387
3.7,0.0,0.0,1.4166666666666667
3.783333333333333,0.0,0.0,1.1724137931034482
1.4,0.0,0.0,1.2285714285714284
5.066666666666666,0.0,0.0,1.1857142857142857
1.7833333333333334,0.0,0.0,1.1133333333333333
3.583333333333333,0.0,0.0,1.16
3.8666666666666667,0.0,0.125,1.0516129032258066
4.5,0.0,0.0,1.2142857142857142
4.733333333333333,0.0,0.0,1.2142857142857142
4.866666666666667,0.0,0.1,1.1500000000000001
3.1333333333333333,0.0,0.0,1.2142857142857142
5.316666666666666,0.0,0.0,1.4166666666666667
3.9166666666666665,0.0,0.0,1.2814814814814814
4.6,0.0,0.1,1.2214285714285715
2.4833333333333334,0.0,0.0,1.3461538461538463
2.466666666666667,0.0,0.0,1.2142857142857142
7.1,0.0,0.058823529411764705,1.1333333333333333
4.5,0.0,0.0,1.4166666666666667
2.7666666666666666,0.0,0.16666666666666666,1.103448275862069
5.85,0.0,0.0,1.2592592592592593
3.0,0.0,0.0,1.4166666666666667
4.65,0.0,0.0,1.2142857142857142
2.8333333333333335,0.0,0.0,1.0933333333333333
5.233333333333333,0.0,0.08333333333333333,1.3519999999999999
5.016666666666667,0.0,0.0,1.3153846153846156
5.3,0.0,0.09090909090909091,1.1428571428571428
3.9333333333333336,0.0,0.0,1.425
4.8,0.0,0.09090909090909091,1.2142857142857142
4.4,0.0,0.09090909090909091,1.1428571428571428
3.783333333333333,0.0,0.0,1.2142857142857142
5.733333333333333,0.0,0.08333333333333333,1.2518518518518518
3.533333333333333,0.0,0.0,1.2214285714285715
4.866666666666667,0.0,0.09090909090909091,1.2142857142857142
4.65,0.0,0.0,1.4166666666666667
5.216666666666667,0.0,0.0,1.4083333333333332
4.083333333333334,0.0,0.0,1.25
5.1,0.0,0.09090909090909091,1.0625
5.033333333333333,0.0,0.07692307692307693,1.3076923076923077
7.183333333333334,0.0,0.058823529411764705,1.2142857142857142
4.4,0.0,0.1,1.2
6.366666666666667,0.0,0.07142857142857142,1.1851851851851851
5.25,0.0,0.08333333333333333,1.096774193548387
4.0,0.0,0.0,1.1466666666666667
1.6333333333333333,0.0,0.0,1.096774193548387
1.2,0.0,0.0,1.0
2.0666666666666664,0.0,0.0,1.0
5.316666666666666,0.0,0.0,1.2
3.7666666666666666,0.0,0.125,1.1241379310344828
5.683333333333334,0.0,0.07692307692307693,1.2
6.266666666666667,0.0,0.07692307692307693,1.2
5.266666666666667,0.0,0.09090909090909091,1.1333333333333333
4.416666666666667,0.0,0.0,1.25
4.833333333333333,0.0,0.09090909090909091,1.2142857142857142
3.5833333333333335,0.0,0.0,1.1
4.083333333333334,0.0,0.0,1.25
