spare_cap_sq,spare_cap_x_conc,spare_cap_x_wl_total,vol_top3_share,n_high_asr_items,spare_cap_log1p,h_to_H_max_sq,l_std_x_h_max,max_fp_ratio,spare_cap_x_wl_max,wl_total_over_wl_max,max_dim_l_to_vL,spare_cap_x_sku_counts,n_items_near_vL,n_tall_items,n_wide_items,n_multi_dim_stress,spare_cap_x_n_near_vL,q90_l_to_L,spare_cap_x_n_wide,height_tail_share
131537961,3306.8506914299996,12969527.496177,0.3221496525603173,2,9.347490210123416,0.09,0.0315946551,0.13066666666666665,1471854.9996177,8.811688311310999,0.5333333333244444,172035,1,3,1,6,11469,0.4766666666666667,11469,0.0
334853401,5251.339696365,17284930.4160567,0.4045541365491929,2,9.814656338829513,0.09,0.0298927482,0.13066666666666665,2348371.6660567,7.360389611984307,0.5333333333244444,219588,1,1,1,5,18299,0.495,18299,0.0
188238400,4037.96751372,14691833.32876,0.5444373401534527,0,9.526682784921174,0.09,0.0354370587,0.14,2801166.667124,5.244897956669021,0.5833333333236111,150920,2,2,1,4,27440,0.5666666666666667,13720,0.0
373378329,5187.259639845,16335986.250644099,0.6396775324220119,0,9.869103125674297,0.09,0.036266160299999996,0.14,3945112.5006441004,4.140816325997545,0.5833333333236111,154584,1,1,2,2,19323,0.525,38646,0.0
47927929,1923.7621877039999,8322022.9143590005,0.43438296084250333,0,8.8427489162961,0.09,0.0320812902,0.14,1413445.8335641,5.88775509941806,0.5833333333236111,96922,1,3,2,3,6923,0.48500000000000004,13846,0.0
184144900,3620.66257393,14248500.0,0.3564110722239898,2,9.51569044208137,0.09,0.0272179413,0.13066666666666665,1741483.332881,8.181818183879576,0.5333333333244444,189980,1,2,1,5,13570,0.49000000000000005,13570,0.0
224280576,3623.804525952,14214720.0004992,0.373101518784972,2,9.614270969992395,0.09,0.0280221885,0.13066666666666665,1921919.9995008,7.396103898227071,0.5333333333244444,179712,1,2,1,6,14976,0.465,14976,0.0
561547809,5868.551575926,16005348.7507899,0.5258414307843966,2,10.073145935376685,0.09,0.0290473752,0.13066666666666665,3041114.9992100997,5.262987014572753,0.5333333333244444,189576,1,1,1,5,23697,0.48666666666666664,23697,0.0
242144721,4101.51204918,15969476.25,0.5784843235164238,0,9.652587324176876,0.09,0.0333333333,0.14,3177037.5005187,5.02653061139962,0.5833333333236111,140049,2,1,1,5,31122,0.57,15561,0.0
631768225,6337.096146975,16117818.75,0.5162849232318147,2,10.132056360495403,0.09,0.026100766199999997,0.13066666666666665,3225658.3324955,4.99675324801217,0.5333333333244444,201080,1,1,1,4,25135,0.48666666666666664,25135,0.0
375351876,5780.466317951999,19123752.499354202,0.437368297822524,0,9.871738854221547,0.09,0.0316815246,0.128,3196710.0,5.982323232084957,0.5499999999908334,213114,1,2,0,5,19374,0.5,0,0.0
257409936,4444.434772764,17006640.0,0.48321591380024864,1,9.683152553543957,0.09,0.0278647857,0.132,2272900.0005348003,7.482352939363101,0.5666666666572222,176484,1,1,2,5,16044,0.5,32088,0.0
643586161,7097.399940898,18995038.75,0.5709337272680963,0,10.141322652593328,0.0711111112888889,0.02619961363274952,0.128,4185885.0,4.537878787851286,0.5499999999908334,202952,1,1,0,4,25369,0.515,0,0.0
89378116,2636.981823474,12558063.330182001,0.4790975074551286,0,9.154298981092557,0.09,0.0369590613,0.14,1930191.6669818,6.506122446252848,0.5833333333236111,113448,3,1,2,5,28362,0.565,18908,0.0
368678401,5380.674686478001,17464909.5826933,0.6601031047715028,0,9.86276971925757,0.09,0.0351559029,0.14,3920204.1673067003,4.455102039903877,0.5833333333236111,153608,2,1,1,4,38402,0.5716666666666667,19201,0.0
331822656,4542.290791632,15240720.0006072,0.4182347670250896,2,9.81011050303083,0.09,0.028225772099999998,0.13066666666666665,2337719.9993928,6.519480521382831,0.5333333333244444,200376,1,2,1,5,18216,0.4666666666666667,18216,0.0
257057089,4399.857804663,17228794.577989,0.5879103807781269,0,9.682466746602897,0.09,0.035048467199999996,0.14,3273404.1672011,5.263265303604708,0.5833333333236111,144297,3,1,1,5,48099,0.57,16033,0.0
341843121,5632.845076629001,18766335.0,0.4833842555920184,0,9.82498532438117,0.09,0.0334268661,0.132,2619275.0006163,7.164705880616554,0.5666666666572222,203379,1,2,1,4,18489,0.5,18489,0.0
328805689,5104.216391568,17294348.75,0.520340938698031,0,9.805543908206001,0.09,0.029597297099999996,0.132,2991945.0,5.780303030267999,0.5499999999908334,181330,1,2,0,5,18133,0.505,0,0.0
456762384,6333.19863462,21006895.0007124,0.40388522092432705,0,9.96988372217581,0.09,0.0317531805,0.11,3526380.0,5.957070707236624,0.5499999999908334,235092,1,1,1,3,21372,0.5,21372,0.0
136562596,3240.9920964659996,14193620.829438,0.38278201356786934,1,9.366232391933156,0.09,0.024178821,0.13066666666666665,1928190.0,7.361111109046297,0.5499999999908334,151918,1,2,1,7,11686,0.4966666666666667,11686,0.0
191102976,3619.032403968,13950720.004608,0.35931485758275594,2,9.534233826390535,0.09,0.030088626599999998,0.13066666666666665,1774079.9995392,7.863636368214995,0.5333333333244444,179712,1,2,1,6,13824,0.4633333333333334,13824,0.0
840014289,7890.721509486,18657806.25,0.5630892177061871,0,10.274499232574913,0.04694444458888889,0.020895941765480937,0.11,3441731.25,5.421052631533296,0.4999999999916667,231864,0,0,1,1,0,0.4766666666666667,28983,0.0
306880324,4527.890896305999,16204150.0,0.39305727385197586,2,9.771041285235823,0.09,0.0279684,0.13066666666666665,2248143.3327494,7.207792209608198,0.5333333333244444,192698,1,1,2,5,17518,0.45,35036,0.0
116575209,3039.2973473579996,12672978.75,0.4192614682922551,0,9.287116210778231,0.09,0.035334412499999995,0.14,2204387.5003599003,5.7489795908699675,0.5833333333236111,140361,2,2,1,5,21594,0.5433333333333334,10797,0.0
405055876,5634.34635486,18742337.5,0.46667202701616145,0,9.909817476230998,0.09,0.0265753644,0.128,3320790.0,5.643939393905189,0.5499999999908334,201260,1,2,0,5,20126,0.505,0,0.0
732027136,6079.67042752,14858253.334235199,0.4900802496656264,1,10.205701030833819,0.09,0.0313685253,0.08666666666666667,3043800.0,4.881481481734387,0.5333333333244444,216448,1,2,0,3,27056,0.475,0,0.0
500282689,5973.259132462,17940197.9159211,0.47364467812486194,2,10.015386645033537,0.09,0.028867513499999997,0.13066666666666665,3690555.0,4.86111111087963,0.5499999999908334,201303,2,1,1,5,44734,0.5366666666666666,22367,0.0
327682404,5060.492952312,16465277.499396602,0.40159119637147744,2,9.803832949375943,0.09,0.030969192899999998,0.13066666666666665,2323089.9993966,7.087662339188322,0.5333333333244444,199122,1,2,1,6,18102,0.48333333333333334,18102,0.0
183521209,3915.773720889,16053195.0,0.36905859536451213,0,9.513994213937663,0.09,0.029652823499999998,0.128,2235255.0,7.1818181817746565,0.5499999999908334,176111,1,2,1,5,13547,0.4966666666666667,13547,0.0
379782144,5558.664181728,17815280.000649597,0.4550015678896206,0,9.877605482822025,0.09,0.0303628197,0.128,3215520.0,5.540404040572483,0.5499999999908334,214368,1,2,0,4,19488,0.5,0,0.0
182844484,3698.812856096,13758635.0,0.4289344939322702,2,9.512147218473359,0.09,0.028804296599999998,0.132,1859275.0,7.399999999946182,0.5333333333244444,162264,1,2,2,5,13522,0.49333333333333335,27044,0.0
14600041,-1067.743915802,-5981457.0846069995,0.36054157022592737,2,0.0,0.09,0.0318476796,0.14,-780120.8334607,7.667346939118797,0.5833333333236111,-68778,2,3,3,6,-7642,0.51,-11463,0.0
874858084,7898.066573964,17500316.6676526,0.599662819348982,0,10.294819929067236,0.09,0.0303214074,0.084,4190216.6676526004,4.176470587458408,0.5666666666572222,207046,1,1,0,3,29578,0.4966666666666667,0,0.0
144889369,3135.83073089,13075191.25,0.32770075539240967,2,9.395823592107716,0.09,0.0265729647,0.13066666666666665,1544748.3329321,8.464285716418276,0.5333333333244444,168518,1,2,2,5,12037,0.445,24074,0.0
394340164,5419.2877571359995,19030583.3326714,0.56578633362501,0,9.896412583864164,0.0625,0.03098049075,0.14,4054341.6673286003,4.693877550067805,0.5833333333236111,178722,2,0,2,3,39716,0.57,39716,0.0
141967225,3241.3972778099997,13707214.587305,0.34160495692912196,2,9.385637313833174,0.09,0.0299510655,0.13066666666666665,1687958.3337305002,8.12058823567901,0.5666666666572222,166810,2,2,1,7,23830,0.5083333333333334,11915,0.0
208253761,3521.14350798,13246455.4171477,0.4043966109457293,2,9.577203242302405,0.09,0.0263259483,0.13066666666666665,1851978.3328522998,7.152597404659226,0.5333333333244444,173172,1,3,1,6,14431,0.4316666666666667,14431,0.0
338192100,5151.56232423,18512600.00613,0.4362269823374671,0,9.81961669349898,0.0711111112888889,0.027421219500943193,0.128,3034350.0,6.101010102993327,0.5499999999908334,202290,1,1,1,4,18390,0.5,18390,0.0
314459289,4996.146065448,16986736.2505911,0.5273774159240107,0,9.783238979939952,0.09,0.029853810599999996,0.132,2925945.0,5.805555555722391,0.5499999999908334,177330,1,2,0,5,17733,0.505,0,0.0
118439689,2891.821803291,12284186.25,0.5159304745434827,1,9.295049099903137,0.09,0.031485271499999995,0.14,2221945.8336961,5.528571427641726,0.5833333333236111,119713,1,1,3,4,10883,0.5,32649,0.0
557904400,6849.84844462,18374391.667454,0.5429373246024322,0,10.069891425857708,0.09,0.0355701333,0.128,3897300.0,4.714646464819912,0.5499999999908334,188960,1,2,0,5,23620,0.5033333333333333,0,0.0
490268164,6564.3579217,18294827.5,0.5015311925802782,0,10.005276698438163,0.09,0.030182776499999998,0.128,2767750.0,6.60999999994712,0.4999999999916667,221420,0,2,0,4,0,0.485,0,0.0
129504400,2916.1383601200005,11806750.0,0.40160618679357524,2,9.33970057728189,0.09,0.028451141699999998,0.132,1564750.0,7.54545454539967,0.5333333333244444,147940,1,3,1,6,11380,0.49000000000000005,11380,0.0
580665409,5989.235781859,16175111.25,0.5167679280486055,2,10.089884128483222,0.09,0.028552309499999998,0.13066666666666665,3092448.3325301,5.230519481837301,0.5333333333244444,192776,1,1,1,5,24097,0.475,24097,0.0
1450162561,7196.727084239,7441662.084602701,1.0,0,10.547497008534526,0.09,0.0254950977,0.08666666666666667,3966770.8346026996,1.8759999997016705,0.41666666665972224,114243,0,1,0,1,0,0.39333333333333337,0,0.0
437646400,4973.906251,15742300.0,0.44858803986710966,1,9.948508718183648,0.09,0.0233719917,0.13066666666666665,2684733.3326359997,5.863636365113696,0.4499999999925,209200,0,2,1,4,0,0.435,20920,0.0
106461124,2949.6843854940003,12828713.329894,0.4910328124098956,1,9.241742135115715,0.09,0.0364839195,0.14,2106591.6670106,6.0897959157106145,0.5833333333236111,123816,3,1,2,5,30954,0.5633333333333334,20636,0.0
369715984,4803.493139676,17505491.6673076,0.4532050287133323,1,9.864174835150587,0.09,0.027386127899999998,0.128,3172620.0,5.517676767845347,0.5499999999908334,173052,2,2,0,7,38456,0.5366666666666666,0,0.0
650454016,6712.196584448001,15642453.3324832,0.4715839146491588,1,10.146629790357027,0.09,0.0333333333,0.08666666666666667,2975466.6675167996,5.257142855310041,0.5333333333244444,229536,1,2,0,3,25504,0.48000000000000004,0,0.0
269912041,4291.3934607599995,15669158.75,0.37440061600924013,1,9.706864211031315,0.09,0.0216275631,0.13066666666666665,2108388.3327857,7.431818183690615,0.4333333333261111,213577,0,2,2,3,0,0.40666666666666673,32858,0.0
402162916,5209.253551388,17622452.5,0.4682113364868115,0,9.906233778204154,0.09,0.0237118113,0.128,2506750.0,7.02999999994376,0.4999999999916667,200540,0,2,0,5,0,0.485,0,0.0
529368064,6064.3812035519995,16105600.0,0.44861767915605677,1,10.043640722719532,0.09,0.023769728699999996,0.13066666666666665,2952693.3325664,5.4545454559197175,0.4333333333261111,230080,0,2,1,3,0,0.41833333333333333,23008,0.0
71334916,2252.6280315920003,11208545.830518,0.3488537506155277,1,9.041566627727496,0.09,0.023441198700000002,0.13066666666666665,1393590.0,8.042929290860346,0.5499999999908334,118244,1,2,1,8,8446,0.495,8446,0.0
17489124,1161.351972096,6049960.001394,0.4312313195158998,1,8.338783971442199,0.09,0.032216186099999995,0.14,853825.0001394,7.0857142861553815,0.5833333333236111,58548,2,1,3,6,8364,0.5466666666666667,12546,0.0
372142681,5280.883876071,16960004.167309698,0.451515033645805,0,9.867445781188863,0.09,0.0313249101,0.128,3183015.0,5.328282828452556,0.5499999999908334,192910,1,3,0,5,19291,0.49,0,0.0
192182769,4159.4241738929995,16589390.004621,0.4568519767479205,0,9.537050831395442,0.09,0.0370317993,0.14,2830362.5004621,5.861224490442929,0.5833333333236111,166356,2,1,2,4,27726,0.5583333333333333,27726,0.0
334341225,5366.608534665001,17843112.4993905,0.41145423919146545,0,9.813891018724371,0.09,0.0295422249,0.128,3017025.0,5.914141413903551,0.5499999999908334,219420,1,3,0,4,18285,0.49833333333333335,0,0.0
439824784,6248.991145656,20701111.665967602,0.41380888962876644,0,9.950991175180095,0.09,0.0320575413,0.11,3460380.0,5.982323232084957,0.5499999999908334,230692,1,1,1,3,20972,0.5,20972,0.0
141705216,3551.5533407999997,14299680.0,0.4628353879622915,0,9.384713758920963,0.09,0.0322829289,0.14,2430400.0003968,5.883673468398338,0.5833333333236111,142848,2,2,1,5,23808,0.545,11904,0.0
159289641,3471.088303704,13514987.495793,0.3336112912690324,2,9.443196602144186,0.09,0.0300870336,0.13066666666666665,1619694.9995793,8.344155843660737,0.5333333333244444,176694,1,3,1,6,12621,0.47833333333333333,12621,0.0
330185241,5074.158605453999,16452326.250605699,0.6122106675612211,0,9.807637226879294,0.09,0.0375483228,0.14,3709912.5006057,4.434693876968533,0.5833333333236111,163539,1,1,2,2,18171,0.5166666666666667,36342,0.0
4133089,-597.888678192,-3505230.834011,0.38462356217974614,0,0.0,0.09,0.031441712999999996,0.14,-415070.8334011,8.444897959396204,0.5833333333236111,-34561,3,3,1,8,-6099,0.5566666666666666,-2033,0.0
759057601,8063.028575341001,20204066.665748302,0.5634706859991977,0,10.223830407227457,0.09,0.029679275099999996,0.08666666666666667,4545915.0,4.444444444215489,0.5499999999908334,220408,1,1,0,3,27551,0.515,0,0.0
164301124,3612.528433826,14174571.662394,0.3356534708843453,2,9.458683724312134,0.09,0.0289175073,0.13066666666666665,1644976.6662394,8.616883116456723,0.5333333333244444,192270,1,2,1,5,12818,0.48,12818,0.0
204375616,4032.028872088,15118020.0,0.3518108389786347,2,9.567805004029164,0.09,0.032839037099999996,0.13066666666666665,2358840.0,6.4090909090520665,0.5499999999908334,185848,2,2,1,6,28592,0.5166666666666667,14296,0.0
526473025,6291.103305435,16778531.25,0.48977556109725684,2,10.040898908359088,0.09,0.0318852108,0.13066666666666665,2944608.3325684997,5.698051949487562,0.5333333333244444,206505,1,1,1,5,22945,0.4666666666666667,22945,0.0
594530689,6772.165508325,16996982.915853903,0.4780520929330164,2,10.101682458486373,0.09,0.029533408499999997,0.13066666666666665,3129151.6658539,5.431818182926979,0.5333333333244444,219447,1,1,1,4,24383,0.4666666666666667,24383,0.0
1009777729,9424.788762817001,14974911.25,0.724873326779097,0,10.366529505448312,0.0711111112888889,0.024298102963705964,0.128,3972125.0,3.7699999999698397,0.4999999999916667,190662,0,1,0,2,0,0.45833333333333337,0,0.0
709902736,6991.1409814359995,16752415.0,0.539551100457616,0,10.190356794730883,0.09,0.0306122421,0.08666666666666667,3108466.6675548,5.389285712699724,0.4833333333252778,213152,0,2,0,3,0,0.4716666666666667,0,0.0
258064,145.38300565199998,743796.6668359999,0.39562168479726695,2,6.2324480165505225,0.09,0.0344133309,0.14,103716.66668360001,7.1714285718552535,0.5833333333236111,8128,2,2,3,6,1016,0.5166666666666666,1524,0.0
170746489,3691.4427883900003,14771154.587689,0.35392853787617823,1,9.477921772720961,0.09,0.0300361176,0.13066666666666665,1851158.3337689,7.97941176512499,0.5666666666572222,182938,1,2,1,6,13067,0.45,13067,0.0
138674176,3146.167235584,13041920.0,0.544485913797255,0,9.373903755841548,0.09,0.0314801526,0.14,2404266.6670592,5.424489795006168,0.5833333333236111,117760,2,2,1,6,23552,0.5683333333333334,11776,0.0
471367521,6242.394397356,19956027.500723697,0.5027266091287732,0,9.98562038207465,0.09,0.0299485155,0.128,3582315.0,5.570707070875329,0.5666666666572222,195399,2,2,0,6,43422,0.5533333333333333,0,0.0
132043081,3232.493462631,14090838.75,0.3342982482318183,2,9.34940642009918,0.09,0.031436687399999996,0.13066666666666665,1896015.0,7.431818181773141,0.5499999999908334,160874,2,1,1,7,22982,0.5233333333333333,11491,0.0
104611984,2785.93363084,11225230.0,0.38830093178419417,2,9.232982102457008,0.09,0.0302477019,0.132,1406350.0,7.981818181760133,0.5333333333244444,143192,1,3,1,6,10228,0.48500000000000004,10228,0.0
391129729,5593.5426550150005,17725136.25,0.4282599215002181,2,9.892325487829936,0.09,0.0346987032,0.13066666666666665,3263205.0,5.431818181785262,0.5499999999908334,197770,2,1,1,6,39554,0.535,19777,0.0
931531441,8673.090795496,16265149.584350698,0.6670350162304026,0,10.32620301405082,0.09,0.039051248399999995,0.08666666666666667,5035965.0,3.2297979799804253,0.5499999999908334,183126,1,1,0,3,30521,0.5,0,0.0
443692096,5391.0138921200005,15517146.6673688,0.5164605614973262,1,9.955368174413117,0.09,0.0260341656,0.13066666666666665,2703213.3326311996,5.740259741965728,0.4333333333261111,189576,0,2,1,5,0,0.42000000000000004,21064,0.0
242829889,3948.1236838499995,13992235.4171861,0.42023319849066865,1,9.654000025882317,0.09,0.024409697399999996,0.13066666666666665,1999818.3328139,6.996753248775806,0.4333333333261111,186996,0,3,1,5,0,0.4166666666666667,15583,0.0
257859364,4656.9833259179995,15950946.666131401,0.3408886738995232,2,9.68402471906149,0.09,0.0289616214,0.13066666666666665,2060776.6661313998,7.740259741950145,0.5333333333244444,224812,1,2,1,4,16058,0.4800000000000001,16058,0.0
591024721,6688.006496703,20563054.1658563,0.48566871284257335,0,10.09872533459663,0.09,0.02806518,0.08666666666666667,4011315.0,5.126262626029538,0.5499999999908334,218799,1,1,0,4,24311,0.51,0,0.0
251983876,4171.595940374,15397780.0,0.3846048204353499,1,9.672500823760892,0.09,0.0245431632,0.13066666666666665,2037163.3328041998,7.558441560345894,0.4999999999916667,206362,0,2,1,4,0,0.46,15874,0.0
451307536,5684.331880123999,18889456.667374797,0.5438626031318404,0,9.963876852548912,0.09,0.0310415889,0.132,3009566.6673748,6.276470586949467,0.5666666666572222,191196,1,1,1,4,21244,0.5133333333333333,21244,0.0
115605504,3331.436484096,13560960.0,0.4472669936930624,0,9.282940064390527,0.09,0.0356884944,0.14,2195200.0003584,6.177551019369326,0.5833333333236111,139776,2,2,1,5,21504,0.54,10752,0.0
177635584,3966.391661792,14444220.0,0.5185968678959333,0,9.497697391604019,0.09,0.0364997454,0.14,2721133.3337776,5.308163264413484,0.5833333333236111,146608,1,2,2,3,13328,0.5,26656,0.0
575184289,6670.553147624,16818078.75,0.48798591616310605,2,10.085142220342378,0.09,0.030071930099999998,0.13066666666666665,3077818.3325338997,5.464285715662431,0.5333333333244444,215847,1,1,1,4,23983,0.48000000000000004,23983,0.0
479391025,5245.468044470001,16503356.25,0.48439731659813895,2,9.994059250720515,0.09,0.0253980654,0.13066666666666665,2809858.3326034998,5.87337662485641,0.5333333333244444,197055,1,1,1,5,21895,0.48000000000000004,21895,0.0
529230025,6861.5728900799995,19765129.1674335,0.4873834962491475,1,10.043510330455955,0.09,0.0335915922,0.13066666666666665,3795825.0,5.2070707072411695,0.5499999999908334,207045,1,1,1,5,23005,0.4966666666666667,23005,0.0
118679236,2901.24007654,12233054.170297999,0.34275494047968097,0,9.29605924737872,0.09,0.0284018778,0.128,1361750.0,8.983333335928133,0.4999999999916667,163410,0,4,0,5,0,0.4766666666666667,0,0.0
115799121,2984.1390007259997,12836976.253587,0.5140921171763194,1,9.283776690049365,0.09,0.0308555685,0.14,2197037.5003587003,5.842857143507242,0.5833333333236111,118371,2,1,2,6,21522,0.5666666666666667,21522,0.0
2365444,438.441786454,2258296.666154,0.404997469053426,2,7.338888133838879,0.09,0.0337078956,0.14,314008.3333846,7.191836731851822,0.5833333333236111,23070,3,2,2,8,4614,0.5533333333333333,3076,0.0
718186401,8299.963928697,21148877.5008933,0.5182132849843415,0,10.196157166498947,0.09,0.0349602948,0.08,4421835.0,4.782828283001316,0.5499999999908334,241191,1,1,0,3,26799,0.51,0,0.0
421316676,5743.468876002,19029312.499315802,0.45795538122088747,0,9.929496371717178,0.09,0.0263818119,0.128,3386790.0,5.618686868450797,0.5499999999908334,205260,1,2,0,5,20526,0.505,0,0.0
163712025,3803.6093656800003,15876462.495735,0.3480204937121565,0,9.45688790106941,0.09,0.0319378383,0.128,2111175.0,7.520202018136242,0.5499999999908334,179130,1,2,1,5,12795,0.495,12795,0.0
135419769,3036.2986348649997,12689178.753879,0.3357611725564248,2,9.362030885216615,0.09,0.0270321993,0.13066666666666665,1493414.9996121,8.496753251491391,0.5333333333244444,162918,1,2,2,5,11637,0.4566666666666667,23274,0.0
132595225,3132.30654611,13295027.079495,0.34917127071823206,2,9.351492651732066,0.09,0.03022872,0.13066666666666665,1631291.6670505002,8.149999995671882,0.5666666666572222,161210,2,2,1,7,23030,0.5133333333333334,11515,0.0
421070400,4883.84431668,15526800.000683999,0.45759803921568626,1,9.929204031040765,0.09,0.0241039416,0.13066666666666665,2633399.999316,5.896103897849149,0.4666666666588889,205200,0,2,1,4,0,0.43666666666666665,20520,0.0
412699225,5962.112690995,19062241.6659895,0.5164269799473364,0,9.919164031921136,0.09,0.0299207286,0.132,3351975.0,5.686868686632201,0.5499999999908334,203150,1,2,0,4,20315,0.505,0,0.0
166668100,3465.18526122,14260170.82903,0.49205359925210346,0,9.46583494017472,0.09,0.0339889689,0.14,2635791.667097,5.410204079090203,0.5833333333236111,129100,2,2,1,6,25820,0.5533333333333333,12910,0.0
215414329,4322.455667738,15539273.75,0.5416680407611384,0,9.594105053105007,0.09,0.033047674199999995,0.14,2996554.1671559,5.1857142848422395,0.5833333333236111,161447,1,1,2,2,14677,0.5,29354,0.0
504811024,5958.650025696001,17927591.6674156,0.5151784129238417,1,10.019891860406231,0.09,0.029040650399999996,0.128,3707220.0,4.835858586031298,0.5499999999908334,179744,2,2,0,6,44936,0.5383333333333333,0,0.0
285508609,4767.454316678,16720989.582770102,0.6059851261431164,1,9.73495055071279,0.09,0.0345696648,0.14,3449804.1672299,4.846938774531862,0.5833333333236111,152073,3,1,1,5,50691,0.57,16897,0.0
173949721,3415.595213536,14062771.25,0.3395680739366886,1,9.48721424571136,0.09,0.0235172538,0.13066666666666665,1692588.3328936999,8.308441560534856,0.4499999999925,184646,0,2,2,4,0,0.42833333333333334,26378,0.0
257859364,4406.729271588,15596332.5,0.49685578052657037,0,9.68402471906149,0.09,0.0257932017,0.132,2207975.0,7.063636363584992,0.4999999999916667,176638,0,3,0,5,0,0.5,0,0.0
368755209,5475.412455539999,17802781.249359902,0.3965577392720084,1,9.862873869650832,0.09,0.0351855201,0.08666666666666667,2720425.0006401003,6.544117645237543,0.5666666666572222,230436,2,2,0,5,38406,0.525,0,0.0
62504836,2178.886476694,9480611.669302,0.402005715210007,1,8.975503722070927,0.09,0.032263662,0.14,1614141.6669302,5.8734693884000535,0.5833333333236111,110684,1,2,2,5,7906,0.45,15812,0.0
45616516,1806.1528158960002,8234251.668918,0.38989698269100037,2,8.818038250394299,0.09,0.0326566086,0.14,1378941.6668918,5.971428572057049,0.5833333333236111,94556,2,2,2,6,13508,0.5083333333333334,13508,0.0
1411880625,3700.0848739499997,7436718.7512525,1.0,0,10.53412082770683,0.0711111112888889,0.0,0.128,4696875.0,1.5833333335873334,0.41666666665972224,75150,0,1,0,2,0,0.4166666666666667,0,0.0
613651984,6553.005530719999,17784231.667492397,0.5738580185880957,0,10.117509629400777,0.09,0.029084675699999996,0.128,4087380.0,4.351010101185752,0.5499999999908334,173404,1,2,0,5,24772,0.51,0,0.0
564822756,7031.666597334,19359387.499207802,0.5176603560327776,0,10.076053342881366,0.09,0.027666443699999998,0.128,3921390.0,4.936868686636747,0.5499999999908334,213894,1,2,0,4,23766,0.51,0,0.0
131560900,3322.16576467,14031633.32951,0.5079033701163137,0,9.347577390281268,0.09,0.0378846018,0.14,2341791.667049,5.991836732053618,0.5833333333236111,137640,2,1,2,4,22940,0.56,22940,0.0
428655616,5763.339291488,16149120.0,0.40607507408626936,2,9.938130495979667,0.09,0.029373626099999998,0.13066666666666665,2657013.3326431997,6.0779220794533995,0.5333333333244444,227744,1,2,1,4,20704,0.43333333333333335,20704,0.0
285136996,4496.206277396001,17624762.5,0.41545137653837944,0,9.734299374132137,0.09,0.0254301831,0.128,2786190.0,6.325757575719238,0.5499999999908334,185746,1,2,0,6,16886,0.5,0,0.0
495685696,5666.220104688001,16159953.3325912,0.44554890921886,1,10.010771217755803,0.09,0.0333204141,0.08666666666666667,2597466.6674087998,6.22142856931198,0.5333333333244444,222640,1,2,0,4,22264,0.47333333333333333,0,0.0
381889764,5224.49184957,18499760.0006514,0.45596669023489667,0,9.880372445030076,0.0711111112888889,0.02419672456357924,0.128,3224430.0,5.7373737375409855,0.5499999999908334,195420,1,1,1,4,19542,0.505,19542,0.0
154579489,3366.131866925,14375656.25,0.4879172168145669,0,9.428189934829282,0.0711111112888889,0.030046048304224228,0.14,2538404.1670811,5.663265305170096,0.5833333333236111,136763,2,1,2,5,24866,0.5666666666666667,24866,0.0
203319081,3773.897746689,15393778.745247,0.5136462704531407,0,9.565213693968287,0.0711111112888889,0.025488801631861003,0.14,2911212.5004753,5.287755099518957,0.5833333333236111,142590,2,1,1,5,28518,0.5533333333333333,14259,0.0
451902564,5899.869386424,17484705.0,0.37039845000421195,1,9.964535614101061,0.09,0.031587071099999996,0.08666666666666667,2391525.0,7.311111111046123,0.5333333333244444,255096,1,2,0,3,21258,0.495,0,0.0
260112384,4085.3797931520003,14985600.000537599,0.38798836242726514,1,9.688374172917182,0.09,0.0268838811,0.13066666666666665,2069759.9994623999,7.2402597423436506,0.4666666666588889,193536,0,2,1,5,0,0.44833333333333336,16128,0.0
312653124,5086.313994846,17947230.0,0.4133538326378212,2,9.780359005054978,0.09,0.031322139,0.13066666666666665,2504950.0005894,7.164705880616554,0.5666666666572222,212184,2,1,1,6,35364,0.525,17682,0.0
623450961,7011.2377713,18799576.250832297,0.5795017722530078,0,10.12543038327382,0.0711111112888889,0.02647500563309376,0.128,4119885.0,4.563131313305678,0.5499999999908334,199752,1,1,0,4,24969,0.515,0,0.0
291180096,4606.856249688,15300720.0005688,0.4009879725085911,2,9.744784861340808,0.09,0.030127045800000002,0.13066666666666665,2189879.9994312,6.987012989033092,0.5333333333244444,204768,1,2,1,5,17064,0.4633333333333334,17064,0.0
27071209,1535.522674477,7904224.168401,0.3992763273613589,0,8.557182839632397,0.09,0.031499559,0.14,1062279.1668401,7.440816326911993,0.5833333333236111,78045,3,2,1,7,15609,0.56,5203,0.0
10843849,950.005203174,4691152.915569,0.36929052677008656,2,8.099857910737585,0.09,0.0337268439,0.14,672320.8334431,6.977551017602143,0.5833333333236111,52688,3,2,2,7,9879,0.55,6586,0.0
542610436,6370.311648663999,17849027.5,0.528148898921957,0,10.055994024250897,0.09,0.0247206615,0.128,2911750.0,6.12999999995096,0.4999999999916667,209646,0,2,0,4,0,0.4866666666666667,0,0.0
599466256,6943.664603560001,19015906.667482797,0.6246344316630922,0,10.105815964136418,0.09,0.0321069987,0.132,3468566.6674828003,5.4823529400831,0.5666666666572222,195872,1,1,1,3,24484,0.52,24484,0.0
115842169,3069.9147544939997,13027714.586920999,0.3301106989514268,2,9.283962511846797,0.09,0.0319095945,0.13066666666666665,1524758.3336921001,8.544117647341073,0.5666666666572222,161445,2,2,1,7,21526,0.49999999999999994,10763,0.0
