height_layer_pressure,footprint_sum_ratio,length_sum_pressure
1.3666666666666667,1.0713333333333332,2.183333333333333
2.2666666666666666,1.1493333333333333,2.316666666666667
4.866666666666666,3.26,6.016666666666667
2.033333333333333,1.35,2.8333333333333335
5.266666666666667,3.6433333333333335,6.683333333333334
3.8,3.0393333333333334,5.616666666666666
2.0,1.8153333333333332,3.433333333333333
4.133333333333334,3.364,6.4
2.6333333333333333,2.5953333333333335,4.533333333333333
3.1666666666666665,2.259333333333333,4.516666666666667
3.0,2.6266666666666665,4.95
2.7666666666666666,1.8246666666666667,3.45
3.066666666666667,2.072,3.683333333333333
2.3666666666666667,1.8826666666666667,3.7
3.4,2.5686666666666667,4.7
1.5,1.0806666666666667,2.1666666666666665
4.266666666666667,3.3706666666666667,6.233333333333333
3.566666666666667,3.021333333333333,5.933333333333334
2.7,2.1166666666666667,3.783333333333333
3.1,2.738,5.266666666666667
4.0,3.166,6.2
1.1,0.904,1.5
1.7333333333333334,1.408,2.466666666666667
4.066666666666666,3.4466666666666668,6.583333333333333
1.3,1.0666666666666667,1.9333333333333333
3.966666666666667,3.3646666666666665,6.0
3.8666666666666667,3.044,5.866666666666666
5.0,4.178,7.85
3.4,2.275333333333333,4.2
5.1,3.5473333333333334,6.933333333333334
5.533333333333333,3.8886666666666665,7.466666666666667
4.4,2.8413333333333335,5.15
3.5,2.4133333333333336,4.216666666666667
3.4,2.1966666666666668,4.633333333333334
5.733333333333333,4.062,7.55
1.1666666666666667,0.548,1.3
4.366666666666666,3.215333333333333,5.75
3.6666666666666665,2.4306666666666668,4.4
0.6333333333333333,0.744,1.25
0.9,0.428,0.9333333333333333
2.033333333333333,1.4533333333333334,3.183333333333333
3.7333333333333334,2.998,5.216666666666667
1.1666666666666667,0.6513333333333333,1.65
2.6666666666666665,2.1973333333333334,4.433333333333334
4.3,3.267333333333333,6.35
1.4666666666666666,1.184,2.05
3.3,2.7013333333333334,5.4
2.433333333333333,1.8993333333333333,3.8666666666666667
3.3333333333333335,2.552,4.533333333333333
2.8,2.6633333333333336,4.816666666666666
4.1,3.354,6.35
1.6,1.3813333333333333,2.6666666666666665
4.733333333333333,3.858,7.316666666666666
1.0666666666666667,0.9966666666666667,1.7333333333333334
4.266666666666667,3.4393333333333334,6.45
3.3666666666666667,3.0113333333333334,5.516666666666667
2.433333333333333,1.8433333333333333,3.533333333333333
2.6666666666666665,2.2266666666666666,4.166666666666667
3.1333333333333333,2.628,4.883333333333334
2.2333333333333334,1.8853333333333333,3.6333333333333333
2.5,1.8473333333333333,3.2666666666666666
1.8,1.0626666666666666,1.9166666666666667
2.8,1.6286666666666667,2.8666666666666667
4.1,2.981333333333333,5.983333333333333
4.533333333333333,3.3226666666666667,6.516666666666667
2.533333333333333,1.3946666666666667,3.1
2.1,1.928,3.3
2.6666666666666665,1.9573333333333334,4.15
3.1,2.494,4.25
3.966666666666667,3.296,5.783333333333333
3.933333333333333,2.8433333333333333,5.633333333333334
1.8333333333333333,1.608,2.7666666666666666
2.933333333333333,2.2773333333333334,4.683333333333334
2.8333333333333335,2.174,3.716666666666667
2.066666666666667,1.4753333333333334,3.15
3.7,2.976,5.25
1.2,0.864,1.5166666666666666
1.4,0.9786666666666667,1.95
4.1,3.114,6.066666666666666
1.7,1.7406666666666666,2.9833333333333334
3.6333333333333333,2.695333333333333,5.2
2.1666666666666665,2.1593333333333335,3.85
2.7333333333333334,2.267333333333333,4.266666666666667
3.066666666666667,2.5873333333333335,4.783333333333333
2.033333333333333,1.4826666666666666,2.9166666666666665
3.7666666666666666,3.372,6.133333333333334
1.6,1.1413333333333333,2.3833333333333333
4.2,3.7133333333333334,6.666666666666667
4.366666666666666,3.434,6.6
1.4333333333333333,1.4206666666666667,2.45
3.9,3.0153333333333334,5.733333333333333
1.9,1.8393333333333333,3.316666666666667
3.0,2.5873333333333335,4.8
2.3,1.8026666666666666,3.45
3.5,3.052,5.6
3.933333333333333,3.3933333333333335,6.133333333333334
4.4,2.7626666666666666,5.583333333333333
2.9,2.144,4.133333333333334
3.066666666666667,1.7446666666666666,3.2666666666666666
3.966666666666667,2.4426666666666668,4.683333333333334
2.9,2.222,4.4
4.0,2.838,5.45
3.2,2.2066666666666666,4.55
3.2666666666666666,2.1733333333333333,4.4
2.7666666666666666,1.5546666666666666,2.9166666666666665
4.333333333333333,2.5926666666666667,4.85
3.6666666666666665,2.6366666666666667,5.333333333333333
3.3666666666666667,2.3793333333333333,4.55
2.3,1.664,3.1333333333333333
2.8666666666666667,1.9166666666666667,3.9
2.2,1.6246666666666667,3.1333333333333333
2.8333333333333335,2.171333333333333,4.433333333333334
3.3333333333333335,2.066,4.183333333333334
2.1333333333333333,1.566,3.2666666666666666
3.8,2.364,4.833333333333333
2.533333333333333,1.674,3.433333333333333
3.033333333333333,2.1633333333333336,4.1
2.8,1.938,3.9833333333333334
3.1,2.0446666666666666,4.183333333333334
2.7666666666666666,2.034,4.066666666666666
2.933333333333333,1.9846666666666666,4.25
3.5,2.728666666666667,5.416666666666667
3.6333333333333333,2.4753333333333334,4.75
2.2333333333333334,1.238,2.75
