three_dim_near_limit_share,vol_top3_concentration,spare_x_wlstd
0.0,0.7352699369690326,1162380.82057245
0.0,0.61165679032389,711539.5302668
0.0,0.6681125570014459,728690.66951292
0.0,0.2865812097359337,-13269.389409770001
0.0,0.34973703981968446,211968.12471744
0.0,0.6209849194853881,876840.84106942
0.0,0.2667321485677738,36523.694759499995
0.0,0.3225862443046214,-36747.7805853
0.0,0.6894082791539791,816359.91232309
0.0,0.49921011058451814,730697.22703332
0.0,0.39392999182015626,323883.77145899
0.0,0.4482416710735061,391388.19399888
0.0,0.5711049991910694,822812.01971854
0.0,0.3252999521740034,-103301.8749829
0.0,1.0,1226134.6858233
0.0,0.36477646952677406,22358.11454496
0.0,1.0,139177.5
0.0,0.32245168190267626,149412.18680075
0.0,0.5784832451499118,672405.55531668
0.0,0.44680034539000285,392435.99261013
0.0,0.34315056866406385,-73499.4448384
0.0,0.830267558528428,1050896.33550728
0.0,0.4401909277293696,475263.97020415997
0.0,0.5072136494793626,401222.74388424
0.0,0.2954279015240328,-181670.51505498
0.0,0.8673237300985596,986391.3076844399
0.0,0.3855324307940998,250732.97073078
0.0,0.5090587715422006,671390.2019834
0.0,0.4470209948931341,401199.00917345
0.0,0.5558783811433482,765708.1202078301
0.0,0.5485701999569985,837934.79980525
0.0,0.3701638201463925,159324.64329714002
0.0,0.315189435156791,126487.09270287999
0.0,0.37730473227443917,435052.672736
0.0,0.6320600520612628,868253.92065983
0.0,0.3325833736792641,307173.50640721
0.0,0.47204369210343683,421189.32107508
0.0,0.4891105922309488,668212.0617404
0.0,0.33403729498988993,16304.5550976
0.0,0.379537846533849,428689.1878346
0.0,0.47118572335472947,371017.81622262
0.0,0.4830270813276966,496617.82283993
0.0,0.3764915543158221,243704.77296858
0.0,0.5104527786532199,638136.3031407
0.0,0.6313485113835376,707752.95851624
0.0,0.3809481109516977,300624.28442592
0.0,1.0,725376.5034431999
0.0,0.29365864380701173,-13847.42953935
0.0,0.3423732401820684,-77589.4592889
0.0,0.8291256385577849,792017.47022706
0.0,0.6462488967343336,856381.70948205
0.0,0.34674402455142134,12039.60001052
0.0,0.5829252003561888,937054.40737296
0.0,0.3067699869198145,-182477.84631874
0.0,0.40173891442056886,161268.8683619
0.0,0.5466393322594816,599111.7514863301
0.0,0.3467168947594297,103488.90122714
0.0,0.4328914530191553,399031.51010107
0.0,0.47850379738365284,551751.3594459901
0.0,0.38911977002156045,402379.52624281
0.0,0.49134199134199136,411931.11486564
0.0,0.4451679111079656,427121.11561102996
0.0,0.49766215082124443,574285.02765183
0.0,0.3839263342520671,288917.30256176
0.0,0.7743237787646347,741194.6698165201
0.0,0.29123999144669627,79969.39045513001
0.0,0.3381416713675558,229908.73391826
0.0,0.5222952317368846,586408.8927180399
0.0,0.3963076541833163,359146.42770609
0.0,0.3396787468472056,208768.69687005
0.0,1.0,832410.0889525601
0.0,0.7246818426241262,521183.78919364
0.0,0.29144329360328947,184775.06221512
0.0,0.8528735632183908,242890.16905601998
0.0,0.3770487981161549,72282.52244046
0.0,0.3753608734449635,240954.69406878
0.0,0.3082788463371395,-248484.36768012997
0.0,0.4857833291488827,480778.6975128
0.0,0.2430085701398286,19714.4198196
0.0,0.27386461683269275,-207040.69471072
0.0,0.38412288755986795,155249.14286867
0.0,0.4433338106830875,338443.18998905
0.0,0.3782046652704557,580328.9935757
0.0,0.2824531951388635,-333438.06362177996
0.0,0.9123863199692583,530124.28010061
0.0,0.34339781702014377,-2552.88495856
0.0,0.41990613894691153,279623.73112212
0.0,1.0,443252.2364508
0.0,1.0,1161640.17590652
0.0,0.5550514376154049,802014.9744657
0.0,0.35922202337088116,160132.8592826
0.0,0.880600409370025,890032.2046133
0.0,0.40566801619433196,603220.98857235
0.0,0.29901960784313725,88294.2813822
0.0,0.8156103363954795,703464.44801073
0.0,0.36580106029292836,356039.25246582
0.0,0.486351502626367,576717.03227436
0.0,0.36593031875463305,293023.98834499996
0.0,0.4218259490598401,390514.26508805
0.0,0.35523598999198386,136280.86758254
0.0,0.6345643253680907,823653.46903716
0.0,0.33262716222053107,-123884.69351489001
0.0,0.9435783221974758,749834.52636456
0.0,0.3652625635234331,24425.292630000004
0.0,0.4158074717815545,208077.93325677997
0.0,0.5235479884662914,652232.20992456
0.0,0.5271186440677966,505224.7572904
0.0,0.3805136052158872,424929.50021676
0.0,0.545954045954046,585056.95616832
0.0,0.58451023336606,704869.3269951
0.0,0.8472822814603974,1112779.88423834
0.0,0.5796944049134897,642468.2348967401
0.0,0.2916979976049238,296710.06198554
0.0,0.321264948429387,91183.28502947
0.0,0.4777847487594821,755967.34788168
0.0,0.5581384831079553,541569.41988056
0.0,0.46249100617260575,520448.1014136
0.0,0.40404007333682557,294990.39916528
0.0,0.30318142734307824,117367.88250724999
0.0,0.3294984488107549,157128.3881336
0.0,0.6047288052104428,622018.51114479
0.0,0.41617350481039445,391769.87795086
0.0,0.45903235470341525,365255.53136079997
0.0,0.6267051677785522,576967.31975156
0.0,0.3325105113251051,228079.31683085
0.0,0.8795500841378089,843485.4504324299
0.0,0.9000492368291482,788407.79585712
0.0,0.3883858882297846,111715.51131398999
0.0,0.5988064701879287,547985.46736288
0.0,0.4336238101622201,243375.29427625
0.0,0.48786625154604,541892.89044457
0.0,0.5067527339955504,383017.53144057
0.0,0.39678795657150784,430866.81006166
0.0,0.6823628691983122,491092.243857
0.0,0.3088116192430214,219105.64566828
0.0,0.769537667214269,319563.69774628
0.0,0.3327841091125452,44698.04494932
0.0,0.3555926911321709,-15381.625065479999
0.0,0.6648103256240582,555346.28304409
0.0,0.39314452412787165,117334.30753174999
0.0,0.5175192533278931,622240.7269027999
0.0,0.452325678964003,258197.45455987
0.0,0.5872185911401597,393558.714495
0.0,0.32910668032046264,327972.28675743996
0.0,0.35764463846655625,180799.92054828
0.0,0.2982533838957013,266828.69229315
0.0,0.404243802100249,642048.13610685
0.0,0.49470667834116056,639076.49790472
0.0,0.3464615384615385,395264.0786
0.0,0.45785859805327095,542067.43344936
0.0,0.3221496525603173,312670.34979888
0.0,0.4045541365491929,548682.75272843
0.0,0.5444373401534527,658801.5459508
0.0,0.6396775324220119,895662.54923418
0.0,0.43438296084250333,305216.14937177004
0.0,0.3564110722239898,405655.8503389
0.0,0.373101518784972,454627.52749440004
0.0,0.5258414307843966,734764.53670812
0.0,0.5784843235164238,684853.71355674
0.0,0.5162849232318147,740619.93340775
0.0,0.437368297822524,688848.9899623799
0.0,0.48321591380024864,548452.23085968
0.0,0.5709337272680963,987711.08968162
0.0,0.4790975074551286,430260.67719646
0.0,0.6601031047715028,896113.0739652
0.0,0.4182347670250896,544861.5047568
0.0,0.5879103807781269,751335.61954243
0.0,0.4833842555920184,611910.4203215099
0.0,0.520340938698031,695315.51765379
0.0,0.40388522092432705,760733.2707670799
0.0,0.38278201356786934,409068.64806076
0.0,0.35931485758275594,409283.65891584
0.0,0.5630892177061871,858421.72647399
0.0,0.39305727385197586,522942.17397094
0.0,0.4192614682922551,500699.68045446
0.0,0.46667202701616145,728827.3397836799
0.0,0.4900802496656264,693441.73891072
0.0,0.47364467812486194,854452.6472034799
0.0,0.40159119637147744,512691.95736192
0.0,0.36905859536451213,469971.5255861
0.0,0.4550015678896206,742108.1000592001
0.0,0.4289344939322702,429686.0187351
0.0,0.36054157022592737,-156657.19371085
0.0,0.599662819348982,1092508.57401406
0.0,0.32770075539240967,353421.32532420004
0.0,0.56578633362501,916289.9079837201
0.0,0.34160495692912196,404445.67941329995
0.0,0.4043966109457293,428807.5193196
0.0,0.4362269823374671,675946.6358799
0.0,0.5273774159240107,683628.69612699
0.0,0.5159304745434827,467232.51299972
0.0,0.5429373246024322,835527.0339792001
0.0,0.5015311925802782,624024.48224992
0.0,0.40160618679357524,362432.1807452
0.0,0.5167679280486055,734752.33908038
0.0,1.0,1077898.1517960299
0.0,0.44858803986710966,644741.1411132
0.0,0.4910328124098956,444253.00065761997
0.0,0.4532050287133323,608567.73016424
0.0,0.4715839146491588,642424.96735392
0.0,0.37440061600924013,476202.02787325
0.0,0.4682113364868115,568902.1737398
0.0,0.44861767915605677,653512.5967228799
0.0,0.3488537506155277,287901.84914788
0.0,0.4312313195158998,175839.62597238
0.0,0.451515033645805,709461.69577247
0.0,0.4568519767479205,595585.8730407599
0.0,0.41145423919146545,660021.78077775
0.0,0.41380888962876644,752062.43830732
0.0,0.4628353879622915,545679.37297536
0.0,0.3336112912690324,352076.66080923
0.0,0.6122106675612211,835838.49982689
0.0,0.38462356217974614,-88479.63718221
