spare_x_count,near_limit_long_share,vol_cv
113420,0.0,0.3601795061276475
105184,0.0,0.36746434518210275
117360,0.0,0.3067419326917704
29526,0.0,0.47880650909791456
96572,0.0,0.541377035172731
-134262,0.0,0.4674954261422323
144496,0.0,0.5767237827252288
11880,0.0,0.36881923895562685
-113924,0.0,0.48645970897016294
65842,0.0,0.5271364555140731
110935,0.0,0.49914798782821684
207672,0.0,0.42418404491022876
-186238,0.0,0.46059680624472
148772,0.0,0.681475222294691
-1064,0.0,0.43277427360364623
89507,0.0,0.45980010930131615
114060,0.0,0.10101414312456232
118854,0.0,0.22887106502910534
182315,0.0,0.37450920308731683
91052,0.0,0.4151899834547212
144824,0.0,0.5062787841939177
190650,0.0,0.32984559765979304
47700,0.0,0.36842787724098613
149345,0.0,0.49753490504456394
139356,0.0,0.3872297140496042
195966,0.0,0.4599767846583129
124025,0.0,0.35150067040057453
155111,0.0,0.43663242036796296
57495,0.0,0.48599067503788507
170568,0.0,0.3711933283263842
-61523,0.0,0.48394786610029883
131508,0.0,0.5205010153162235
10875,0.0,0.49214397302948726
73284,0.0,0.4574439608221043
208359,0.0,0.4747745975594832
128880,0.0,0.49256888418692507
179256,0.0,0.4073388334807902
167808,0.0,0.4115842548364964
148144,0.0,0.5422797174481684
133655,0.0,0.617649654849125
146384,0.0,0.5513390385491737
136395,0.0,0.3801852177046169
38992,0.0,0.519310188603579
247203,0.0,0.43898545421943586
183112,0.0,0.4345133682961088
167337,0.0,0.41440117627872164
159016,0.0,0.3961822305659039
60130,0.0,0.3441009139032135
82160,0.0,0.3716373419919026
187103,0.0,0.46325226273258285
147530,0.0,0.39065418390338197
182960,0.0,0.41132477804877443
174398,0.0,0.49225656667178835
105755,0.0,0.35375096983784665
134836,0.0,0.5871239433528678
115008,0.0,0.5120740697466453
47054,0.0,0.5065166822427271
181279,0.0,0.4342392150713107
92460,0.0,0.5130486080484397
193977,0.0,0.40584535354566426
117783,0.0,0.4539120522457339
194052,0.0,0.41170492145215654
127800,0.0,0.4692015056200711
119370,0.0,0.3692639783357834
139780,0.0,0.42480106698279346
20832,0.0,0.500908028612326
-7185,0.0,0.48444343982697147
178422,0.0,0.46466109214239437
50245,0.0,0.48671311859928806
203144,0.0,0.4146119932405359
92470,0.0,0.425228406623805
122220,0.0,0.43016103314108056
165172,0.0,0.3628955245834872
77130,0.0,0.5203159779810242
133095,0.0,0.40241001644448543
172890,0.0,0.32222137995710093
198740,0.0,0.5887418946307426
197750,0.0,0.39825621199095906
203434,0.0,0.5115580985351948
172035,0.0,0.39919965242383265
219588,0.0,0.44527563949222626
150920,0.0,0.7174927323489084
154584,0.0,0.6974063010246515
96922,0.0,0.6606024811872316
189980,0.0,0.416761226463834
179712,0.0,0.36382612303603423
189576,0.0,0.3675209201664483
140049,0.0,0.6594705544140655
201080,0.0,0.39328772785177557
213114,0.0,0.5094673063680147
176484,0.0,0.579517771829886
202952,0.0,0.5296106067954511
113448,0.0,0.6542786187688132
153608,0.0,0.7136144737161829
200376,0.0,0.37910338454869535
144297,0.0,0.6688618002408194
203379,0.0,0.6189445097933794
181330,0.0,0.6175338350333149
235092,0.0,0.4184519041104573
151918,0.0,0.4641808105737019
179712,0.0,0.39553907317258996
231864,0.0,0.5000250166362528
192698,0.0,0.3651700614613135
140361,0.0,0.6192869976950104
201260,0.0,0.48943943471820583
216448,0.0,0.31961102031786565
201303,0.0,0.35484870787539474
199122,0.0,0.38140106622974246
176111,0.0,0.4684534143050122
214368,0.0,0.5080333481768838
162264,0.0,0.5251846733070006
-68778,0.0,0.6035690301768024
207046,0.0,0.45064092758038
168518,0.0,0.36645255980652697
178722,0.0,0.6859519579124939
166810,0.0,0.40462001791068114
173172,0.0,0.4192414901387548
202290,0.0,0.5008273884995563
177330,0.0,0.6156367555771209
119713,0.0,0.6351842619304187
188960,0.0,0.4732374880614425
