spare_x_wlmax,total_footprint_ratio,cross_dim_pressure_count
1681160.0,2.624,0
2443653.3328633998,2.34,0
1611350.0,2.5953333333333335,0
2380820.0,2.196,0
1592586.6663604,3.008,0
1237600.0,2.8473333333333333,0
2183653.3329133997,2.5206666666666666,0
1002040.0,3.018666666666667,0
4226039.9991873,1.4793333333333334,0
2525466.666181,2.58,0
1638729.5837443,2.8713333333333333,0
2105740.0,2.505333333333333,0
3196480.0,1.9226666666666667,0
3468919.9993328997,1.722,0
2835559.9994547,2.358,0
3211266.6674720002,1.6913333333333334,0
2609100.0,1.8466666666666667,0
4390400.001371999,0.32,0
2200900.0,2.2706666666666666,0
1180480.0,2.888,0
1701700.0,2.5906666666666665,0
1304480.0,2.998,0
3320546.6660281,1.874,0
2523290.0006328,2.2426666666666666,0
1501240.0,2.6986666666666665,0
2145000.0,2.1033333333333335,0
2080910.0,2.4113333333333333,0
1795680.0,2.346,0
2045333.3329399999,2.506666666666667,0
1880160.0,2.4233333333333333,0
1847200.0,2.4886666666666666,0
5574240.0,0.802,0
6646293.3320552,0.3413333333333333,0
3555413.3326495998,1.8453333333333333,0
1150890.0,2.882,0
-11680.0,3.538666666666667,0
3244020.0,1.2873333333333334,0
1344640.0,2.8726666666666665,0
3814330.0,1.1066666666666667,0
2495909.1672926,2.308,0
4061271.66680318,0.38533333333333336,0
2418400.0,2.232,0
2095860.0,2.3906666666666667,0
1923171.2504823,2.738,0
2608500.0,1.8606666666666667,0
2936613.3327686,2.102,0
4889605.4178929,0.7846666666666666,0
4756180.0,0.628,0
2721840.0,1.9533333333333334,0
4603040.0,0.6373333333333333,0
2662250.0,2.028,0
2136853.3329224,2.584,0
3054750.0,1.604,0
4818060.0,0.49933333333333335,0
1340733.3330754999,2.83,0
4340310.0,0.7213333333333334,0
1799520.0,2.522,0
4582500.0,0.6706666666666666,0
2817920.0,2.0193333333333334,0
2216000.0,2.284666666666667,0
1781920.0,2.83,0
2889813.3327776,2.1653333333333333,0
2525125.0,1.8953333333333333,0
2326999.9995525,2.716666666666667,0
2559177.5006418,2.179333333333333,0
3008000.0,1.932,0
1814880.0,2.764666666666667,0
2566000.0,1.696,0
2323035.0,2.0453333333333332,0
1974093.3329536999,2.638,0
2798293.3327952,2.088,0
2119250.0,2.4466666666666668,0
2249000.0,2.3813333333333335,0
2970239.9994288,1.958,0
3239760.0,1.5046666666666666,0
1930066.6662955,2.752666666666667,0
3159720.0,1.5393333333333334,0
2158650.0,2.386,0
3127410.0,1.882,0
3142186.6660623997,1.9486666666666668,0
1658720.0,2.498,0
3113750.0,1.844,0
1128125.0,2.914,0
1167520.0,3.15,0
1041213.3331331,3.066,0
1872346.6663066,2.6893333333333334,0
4972000.0,0.39466666666666667,0
1782375.0,2.441333333333333,0
1766595.4171097002,2.747333333333333,0
1948960.0,2.5906666666666665,0
2069080.0,2.456,0
2900100.0,0.25666666666666665,0
2387840.0,2.138,0
