spare_vol_per_item,bulky_item_share,dim_m_p90_to_vw
322.26666666666665,0.13333333333333333,0.68
326.0,0.07142857142857142,0.6680000000000001
1112.6923076923076,0.0,0.672
4068.714285714286,0.0,0.68
760.5384615384615,0.07692307692307693,0.68
1185.9,0.1,0.684
2144.5,0.0,0.68
28.823529411764707,0.11764705882352941,0.68
1293.7272727272727,0.09090909090909091,0.68
1664.6,0.1,0.684
2345.4444444444443,0.1111111111111111,0.68
448.7142857142857,0.07142857142857142,0.6680000000000001
1494.8181818181818,0.09090909090909091,0.68
4454.666666666667,0.0,0.68
1049.4545454545455,0.09090909090909091,0.68
12530.0,0.0,0.5920000000000001
-30.9375,0.0625,0.66
-139.6875,0.0625,0.68
6298.6,0.0,0.68
4000.714285714286,0.0,0.5760000000000001
22.4375,0.125,0.68
3861.714285714286,0.0,0.632
