q90_l_to_L,spare_cap_x_n_wide,height_tail_share
0.55,26092,0.0
0.5066666666666667,0,0.0
0.55,0,0.0
0.5333333333333333,-14,0.0
0.5533333333333333,0,0.0
0.5333333333333333,9719,0.0
0.5033333333333333,0,0.0
0.53,0,0.0
0.4583333333333333,23792,0.0
0.5333333333333333,0,0.0
0.5333333333333333,0,0.0
0.5366666666666666,32954,0.0
0.5283333333333333,14410,0.0
0.54,21340,0.0
0.5333333333333333,19704,0.0
0.4733333333333334,30844,0.0
0.54,0,0.0
0.48833333333333334,48196,0.0
0.5483333333333333,22494,0.0
0.49833333333333335,26556,0.0
0.5433333333333333,0,0.0
0.5233333333333333,8674,0.0
0.5466666666666666,0,0.0
0.5333333333333333,11326,0.0
0.48833333333333334,50433,0.0
