two_dim_large_share,spare_x_p90long,cube_item_share
0.1111111111111111,10029.226666666667,0.1111111111111111
0.0,14100.766666666666,0.2857142857142857
0.07142857142857142,2318.9333333333334,0.21428571428571427
0.07142857142857142,4265.883333333333,0.2857142857142857
0.13333333333333333,874.1333333333333,0.2
0.06666666666666667,1728.3933333333332,0.3333333333333333
0.1,8553.066666666666,0.2
0.3333333333333333,7899.9400000000005,0.0
0.07692307692307693,4739.83,0.15384615384615385
0.0,5489.353333333334,0.21428571428571427
0.08333333333333333,4592.273333333334,0.25
0.1,9209.066666666666,0.1
0.08333333333333333,6586.7316666666675,0.25
0.08333333333333333,6014.563333333334,0.3333333333333333
0.16666666666666666,3744.5333333333333,0.08333333333333333
0.2222222222222222,9320.826666666668,0.2222222222222222
0.2,8284.523333333334,0.1
0.0,5306.540000000001,0.2857142857142857
0.08333333333333333,4578.666666666667,0.16666666666666666
0.07692307692307693,3979.4266666666667,0.3076923076923077
0.07692307692307693,4398.72,0.23076923076923078
0.09090909090909091,6377.6,0.09090909090909091
0.08333333333333333,5250.048333333334,0.16666666666666666
0.07142857142857142,4424.0,0.21428571428571427
0.2,8625.6,0.3
0.1111111111111111,10264.053333333331,0.3333333333333333
0.18181818181818182,7035.05,0.09090909090909091
0.16666666666666666,14823.683333333334,0.16666666666666666
0.2,16562.373333333333,0.2
0.11764705882352941,-2312.0,0.17647058823529413
0.3333333333333333,15199.508333333333,0.16666666666666666
0.16666666666666666,-3280.0,0.16666666666666666
0.15384615384615385,3718.9333333333334,0.15384615384615385
0.125,12108.183333333332,0.125
0.1,9628.336666666668,0.1
0.1,-5157.866666666667,0.3
0.0,10995.591666666667,0.5
0.15384615384615385,3546.6666666666665,0.23076923076923078
0.16666666666666666,14571.374999999998,0.16666666666666666
0.1111111111111111,-3267.733333333333,0.2777777777777778
0.15384615384615385,1919.4666666666667,0.23076923076923078
0.15384615384615385,4245.333333333333,0.23076923076923078
0.15384615384615385,4135.466666666666,0.23076923076923078
0.06666666666666667,2338.233333333333,0.26666666666666666
0.0,6571.893333333333,0.23076923076923078
0.2222222222222222,11105.639999999998,0.0
0.09090909090909091,6971.2,0.18181818181818182
0.2222222222222222,7918.933333333333,0.0
0.0,7046.040000000001,0.3076923076923077
0.15384615384615385,3133.866666666667,0.15384615384615385
0.15384615384615385,3190.9333333333334,0.23076923076923078
0.09090909090909091,6861.333333333333,0.18181818181818182
0.1,10586.045,0.3
0.1,9156.070000000002,0.1
0.18181818181818182,6452.266666666666,0.2727272727272727
0.2222222222222222,7906.6799999999985,0.0
0.0,5758.76,0.23076923076923078
0.09090909090909091,6699.2,0.2727272727272727
0.25,4908.131666666667,0.08333333333333333
0.3333333333333333,14350.6,0.16666666666666666
0.1111111111111111,11000.239999999998,0.1111111111111111
0.3333333333333333,13983.750000000002,0.16666666666666666
0.125,-3.7333333333333334,0.125
0.2,16193.300000000001,0.2
0.18181818181818182,5183.466666666666,0.0
0.1,8242.083333333332,0.0
0.08333333333333333,4729.1900000000005,0.0
0.0,10904.666666666666,0.4
0.16666666666666666,4930.666666666667,0.0
0.09090909090909091,6978.666666666667,0.0
0.2,8842.656666666668,0.2
0.08333333333333333,7613.283333333335,0.25
0.2222222222222222,11523.599999999999,0.1111111111111111
0.16666666666666666,5254.4,0.25
0.07692307692307693,3649.873333333334,0.38461538461538464
0.2222222222222222,9902.519999999999,0.0
0.0,11767.856666666667,0.375
0.25,4111.403333333334,0.25
