ID,ReturnValue,Time
4056,1,7
4057,1,6
4058,1,6
4059,1,21
4060,1,6
4061,1,7
4062,1,9
4063,1,8
4064,1,7
4065,1,7
4066,1,101
4067,1,89
4068,1,8
4069,1,9
4070,1,11
4071,0,407
4072,0,380
4073,1,6
4074,0,381
4075,0,388
4076,1,6
4077,0,371
4078,1,5
4079,1,6
4080,1,200
4081,1,202
4082,1,212
4083,1,5
4084,1,5
4085,1,10
4086,1,6
4087,1,10
4088,1,6
4089,1,121
4090,1,5
4091,1,126
4092,1,129
4093,1,7
4094,1,129
4095,1,4
4096,1,120
4097,1,5
4098,1,4
4099,1,5
4100,1,12
4101,1,5
4102,1,5
4103,1,5
4104,1,5
4105,1,4
4106,1,14
4107,1,5
4108,1,15
4109,1,15
4110,1,6
4111,1,13
4112,1,5
4113,1,5
4114,1,29
4115,1,30
4116,1,5
4117,1,5
4118,1,32
4119,1,4
4120,1,6
4121,1,5
4122,1,6
4123,1,5
4124,1,5
4125,1,28
4126,1,7
4127,1,5
4128,1,31
4129,1,5
4130,1,32
4131,1,21
4132,1,6
4133,1,23
4134,1,25
4135,1,19
4136,1,5
4137,0,3
4138,0,1
4139,1,5
4140,1,13
4141,1,5
4142,1,12
4143,1,13
4144,1,15
4145,1,5
4146,1,5
4147,1,165
4148,1,7
4149,1,162
4150,1,4
4151,1,10
4152,1,11
4153,1,11
4154,1,11
4155,1,31
4156,1,5
4157,1,27
4158,1,26
4159,1,5
4160,1,27
4161,1,26
4162,1,24
4163,1,29
4164,1,6
4165,1,6
4166,1,6
4167,1,4
4168,1,5
4169,1,6
4170,1,5
4171,1,5
4172,1,61
4173,1,4
4174,1,50
4175,1,5
4176,1,45
4177,1,55
4178,1,5
4179,1,54
4180,1,6
4181,1,55
4182,1,52
4183,1,8
4184,0,6
4185,1,5
4186,1,1
4187,-1,2004
4188,1,3
4189,-1,2007
4190,1,4
4191,1,23
4192,1,4
4193,1,23
4194,1,1152
4195,1,1166
4196,1,4
4197,0,62
4198,1,4
4199,0,64
4200,1,3
4201,1,79
4202,1,5
4203,1,81
4204,1,3
4205,1,78
4206,1,3
4207,1,72
4208,1,4
4209,1,3
4210,1,3
4211,1,43
4212,1,42
4213,1,3
4214,1,42
4215,1,3
4216,1,113
4217,1,117
4218,1,4
4219,1,70
4220,1,73
4221,1,64
4222,1,4
4223,1,3
4224,1,179
4225,1,4
4226,1,183
4227,1,183
4228,1,2
4229,0,4
4230,0,3
4231,1,5
4232,1,69
4233,1,63
4234,1,4
4235,-1,2005
4236,1,5
4237,1,5
4238,-1,2005
4239,-1,2005
4240,-1,2005
4241,1,4
4242,-1,2004
4243,1,3
4244,1,40
4245,1,36
4246,1,4
4247,1,155
4248,1,155
4249,1,146
4250,1,3
4251,1,158
4252,1,153
4253,1,3
4254,1,147
4255,1,3
4256,1,3
4257,1,6
4258,1,3
4259,1,6
4260,1,3
4261,1,4
4262,1,4
4263,1,8
4264,1,3
4265,1,360
4266,1,349
4267,1,338
4268,1,338
4269,1,356
4270,1,3
4271,0,106
4272,1,4
4273,0,115
4274,1,4
4275,-1,2014
4276,-1,2006
4277,1,6
4278,-1,2009
4279,-1,2018
4280,-1,2019
4281,1,17
4282,1,5
4283,1,14
4284,1,5
4285,1,16
4286,1,4
4287,1,5
4288,1,5
4289,1,4
4290,-1,2004
4291,1,6
4292,1,4
4293,-1,2004
4294,-1,2006
4295,1,2
4296,1,4
4297,0,7
4298,0,7
4299,0,6
4300,1,4
4301,1,4
4302,0,6
4303,1,5
4304,0,451
4305,0,434
4306,1,4
4307,0,443
4308,1,220
4309,1,5
4310,1,215
4311,1,4
4312,1,210
4313,1,4
4314,0,134
4315,0,129
4316,1,4
4317,0,128
4318,1,5
4319,1,4
4320,0,5
4321,1,5
4322,1,3
4323,1,4
4324,1,577
4325,1,4
4326,1,585
4327,1,4
4328,1,4
4329,1,6
4330,1,576
4331,1,4
4332,1,5
4333,1,3
4334,1,4
4335,1,4
4336,1,4
4337,1,670
4338,1,4
4339,1,3
4340,1,659
4341,1,4
4342,0,8
4343,1,3
4344,0,7
4345,1,4
4346,1,4
4347,1,125
4348,1,3
4349,1,120
4350,1,3
4351,1,119
4352,1,3
4353,1,4
4354,1,359
4355,1,3
4356,1,348
4357,1,4
4358,1,4
4359,1,354
4360,1,406
4361,1,4
4362,1,4
4363,1,4
4364,1,394
4365,1,4
4366,1,4
4367,1,7
4368,1,3
4369,1,7
4370,1,4
4371,1,3
4372,1,4
4373,1,1491
4374,1,4
4375,1,1494
4376,0,6
4377,0,7
4378,1,4
4379,1,4
4380,1,4
4381,1,1
4382,1,6
4383,1,30
4384,1,6
4385,1,29
4386,1,5
4387,1,5
4388,1,29
4389,1,27
4390,1,26
4391,1,4
4392,1,29
4393,1,144
4394,1,5
4395,1,5
4396,1,141
4397,1,5
4398,1,137
4399,1,5
4400,1,5
4401,1,4
4402,1,9
4403,1,5
4404,1,5
4405,1,9
4406,1,10
4407,1,10
4408,1,6
4409,1,5
4410,1,7
4411,1,5
4412,1,6
4413,1,15
4414,1,7
4415,1,12
4416,1,5
4417,1,13
4418,1,6
4419,1,6
4420,1,7
4421,1,8
4422,1,5
4423,1,5
4424,1,39
4425,1,6
4426,1,7
4427,1,38
4428,1,26
4429,1,5
4430,1,5
4431,1,6
4432,1,5
4433,1,26
4434,1,5
4435,1,3
4436,1,3
4437,1,4
4438,1,15
4439,1,5
4440,1,15
4441,1,4
4442,1,15
4443,1,5
4444,1,887
4445,1,5
4446,1,883
4447,1,5
4448,1,5
4449,1,20
4450,1,5
4451,1,18
4452,1,4
4453,1,20
4454,1,5
4455,1,4
4456,1,5
4457,1,22
4458,1,4
4459,1,5
4460,1,5
4461,1,19
4462,1,28
4463,1,4
4464,1,30
4465,1,29
4466,1,30
4467,1,5
4468,1,5
4469,1,5
4470,1,5
4471,1,5
4472,1,49
4473,1,5
4474,1,46
4475,1,5
4476,1,48
4477,1,4
4478,1,50
4479,1,5
4480,1,47
4481,0,53
4482,1,4
4483,0,56
4484,1,6
4485,1,7
4486,1,6
4487,1,5
4488,1,4
4489,1,3
4490,1,5
4491,1,5
4492,1,24
4493,1,5
4494,1,24
4495,1,24
4496,1,4
4497,1,3
4498,1,5
4499,1,5
4500,1,69
4501,1,4
4502,1,4
4503,1,64
4504,1,3
4505,1,3
4506,1,4
4507,1,3
4508,1,29
4509,1,4
4510,1,30
4511,1,3
4512,1,3
4513,1,111
4514,1,4
4515,1,112
4516,1,4
4517,1,27
4518,1,4
4519,1,29
4520,1,3
4521,1,3
4522,1,103
4523,1,3
4524,1,143
4525,1,144
4526,1,154
4527,1,151
4528,1,149
4529,1,79
4530,1,4
4531,1,79
4532,1,3
4533,1,71
4534,1,3
4535,1,69
4536,1,4
4537,1,3
4538,1,64
4539,1,4
4540,1,3
4541,1,70
4542,1,202
4543,1,3
4544,1,3
4545,1,186
4546,1,3
4547,1,4
4548,1,15
4549,1,16
4550,1,5
4551,1,16
4552,1,45
4553,1,4
4554,1,4
4555,1,3
4556,1,3
4557,1,27
4558,1,3
4559,1,22
4560,1,23
4561,1,6
4562,1,5
4563,1,3
4564,1,6
4565,1,9
4566,1,127
4567,1,139
4568,1,114
4569,1,109
4570,1,114
4571,1,4
4572,1,104
4573,1,4
4574,1,100
4575,1,4
4576,1,0
4577,1,2
4578,-1,2004
4579,1,4
4580,-1,2004
4581,1,4
4582,1,29
4583,1,4
4584,1,27
4585,1,3
4586,1,30
4587,1,4
4588,-1,2002
4589,1,4
4590,-1,2004
4591,1,4
4592,1,4
4593,-1,2003
4594,-1,2003
4595,1,4
4596,1,4
4597,1,2
4598,0,4
4599,0,4
4600,0,4
4601,1,4
4602,0,6
4603,1,40
4604,1,4
4605,1,34
4606,1,4
4607,1,36
4608,1,33
4609,1,3
4610,1,101
4611,1,108
4612,1,94
4613,1,96
4614,1,4
4615,-1,2002
4616,-1,2005
4617,-1,2005
4618,1,3
4619,0,120
4620,1,4
4621,1,3
4622,1,4
4623,1,3
4624,0,116
4625,1,4
4626,0,119
4627,1,4
4628,1,74
4629,1,5
4630,1,74
4631,1,70
4632,1,68
4633,1,4
4634,1,66
4635,1,4
4636,0,3
4637,1,3
4638,1,187
4639,1,185
4640,1,175
4641,1,3
4642,1,3
4643,0,9
4644,1,3
4645,0,9
4646,0,18
4647,1,5
4648,1,13
4649,0,15
4650,1,7
4651,0,22
4652,1,11
4653,1,1661
4654,1,1271
4655,1,6
4656,1,1282
4657,1,7
4658,1,1232
4659,1,5
4660,1,276
4661,1,5
4662,1,277
4663,1,6
4664,1,280
4665,1,5
4666,1,4
4667,1,288
4668,1,7
4669,1,806
4670,1,842
4671,1,5
4672,1,5
4673,1,746
4674,1,748
4675,1,714
4676,1,5
4677,1,683
4678,1,5
4679,1,9
4680,1,4
4681,1,4
4682,1,10
4683,-1,2005
4684,-1,2014
4685,1,4
4686,-1,2018
4687,1,4
4688,1,5
4689,0,198
4690,1,4
4691,1,3
4692,1,459
4693,1,5
4694,1,442
4695,1,5
4696,1,5
4697,1,9
4698,1,11
4699,1,5
4700,1,10
4701,1,10
4702,1,4
4703,1,5
4704,1,4
4705,1,55
4706,1,50
4707,1,5
4708,1,50
4709,1,5
4710,1,1
4711,1,5
4712,1,35
4713,1,5
4714,1,35
4715,1,5
4716,1,5
4717,1,35
4718,1,7
4719,1,38
4720,1,37
4721,1,9
4722,1,5
4723,1,5
4724,1,31
4725,1,29
4726,1,5
4727,1,5
4728,1,5
4729,1,4
4730,1,29
4731,1,30
4732,1,31
4733,1,5
4734,1,80
4735,1,4
4736,1,84
4737,1,82
4738,1,5
4739,1,78
4740,1,5
4741,1,80
4742,1,132
4743,1,6
4744,1,5
4745,1,127
4746,1,141
4747,1,151
4748,1,5
4749,1,148
4750,1,4
4751,1,3
4752,1,5
4753,1,6
4754,1,41
4755,1,7
4756,1,7
4757,1,40
4758,1,5
4759,1,5
4760,-1,2005
4761,1,7
4762,1,4
4763,1,5
4764,1,5
4765,1,161
4766,1,5
4767,1,156
4768,1,4
4769,1,4
4770,1,40
4771,1,5
4772,1,39
4773,1,37
4774,1,5
4775,1,4
4776,1,4
4777,1,141
4778,1,7
4779,1,4
4780,1,4
4781,1,145
4782,1,141
4783,1,4
4784,1,5
4785,1,4
4786,1,189
4787,1,5
4788,1,212
4789,1,194
4790,1,4
4791,1,5
4792,1,4
4793,1,5
4794,1,4
4795,0,230
4796,1,4
4797,0,224
4798,1,5
4799,0,243
4800,1,1
4801,1,8
4802,1,8
4803,1,6
4804,1,8
4805,1,90
4806,1,5
4807,1,81
4808,1,9
4809,1,6
4810,1,5
4811,1,8
4812,1,6
4813,1,9
4814,1,54
4815,1,6
4816,1,7
4817,1,48
4818,1,5
4819,1,48
4820,1,44
4821,1,6
4822,1,5
4823,1,6
4824,1,6
4825,1,6
4826,1,6
4827,1,5
4828,1,11
4829,1,5
4830,1,10
4831,1,11
4832,1,5
4833,1,14
4834,1,4
4835,1,13
4836,1,13
4837,1,5
4838,1,16
4839,1,5
4840,1,16
4841,1,7
4842,1,16
4843,1,6
4844,1,15
4845,1,6
4846,1,5
4847,1,5
4848,1,6
4849,1,6
4850,1,8
4851,1,6
4852,1,13
4853,1,12
4854,1,5
4855,1,13
4856,1,12
4857,1,5
4858,1,5
4859,1,15
4860,1,5
4861,1,12
4862,1,16
4863,1,5
4864,1,13
4865,1,14
4866,1,5
4867,1,3
4868,1,5
4869,1,6
4870,1,36
4871,1,5
4872,1,5
4873,1,153
4874,1,5
4875,1,5
4876,1,7
4877,1,5
4878,1,6
4879,1,7
4880,1,6
4881,1,5
4882,1,7
4883,1,5
4884,1,5
4885,1,14
4886,1,5
4887,1,6
4888,1,14
4889,1,12
4890,1,16
4891,1,5
4892,1,5
4893,1,13
4894,1,5
4895,1,10
4896,1,5
4897,1,4
4898,1,5
4899,1,5
4900,1,6
4901,1,37
4902,1,5
4903,1,36
4904,1,37
4905,1,4
4906,1,5
4907,1,7
4908,1,6
4909,1,5
4910,1,9
4911,1,10
4912,1,3
4913,1,2
4914,1,237
4915,1,227
4916,1,22
4917,1,26
4918,1,35
4919,1,4
4920,1,4
4921,1,4
4922,1,165
4923,1,3
4924,1,164
4925,1,3
4926,1,160
4927,1,3
4928,1,170
4929,1,4
4930,1,4
4931,1,5
4932,1,3
4933,1,3
4934,0,7
4935,0,7
4936,1,3
4937,0,6
4938,0,6
4939,1,4
4940,1,3
4941,1,4
4942,1,3
4943,1,96
4944,1,4
4945,1,94
4946,1,4
4947,1,105
4948,1,3
4949,1,16
4950,1,3
4951,1,14
4952,1,16
4953,1,3
4954,1,14
4955,1,3
4956,1,14
4957,1,3
4958,1,112
4959,1,3
4960,1,106
4961,1,3
4962,0,5
4963,1,3
4964,0,5
4965,1,4
4966,0,5
4967,1,3
4968,1,38
4969,1,38
4970,1,4
4971,1,3
4972,1,37
4973,1,3
4974,1,3
4975,1,3
4976,1,3
4977,1,65
4978,1,66
4979,1,4
4980,1,67
4981,-1,2006
4982,1,4
4983,-1,2005
4984,1,3
4985,1,4
4986,1,122
4987,1,123
4988,1,121
4989,1,3
4990,1,4
4991,1,98
4992,1,6
4993,1,4
4994,1,97
4995,1,100
4996,1,102
4997,1,4
4998,1,115
4999,1,3
5000,1,107
5001,1,33
5002,1,3
5003,1,28
5004,1,4
5005,1,34
5006,1,4
5007,1,3
5008,1,3
5009,1,5
5010,1,4
5011,1,3
5012,1,6
5013,1,3
5014,1,4
5015,1,4
5016,1,260
5017,1,3
5018,1,256
5019,1,3
5020,1,3
5021,0,83
5022,1,4
5023,0,85
5024,1,4
5025,1,3
5026,1,3
5027,1,1
5028,1,4
5029,1,6
5030,1,33
5031,1,6
5032,1,38
5033,1,5
5034,1,11
5035,1,5
5036,1,13
5037,1,11
5038,1,12
5039,1,5
5040,1,6
5041,1,57
5042,1,6
5043,1,51
5044,1,5
5045,1,11
5046,1,12
5047,1,21
5048,1,16
5049,1,22
5050,1,11
5051,1,11
5052,1,16
5053,1,28
5054,1,41
5055,1,39
5056,1,27
5057,1,13
5058,1,19
5059,1,37
5060,1,14
5061,1,19
5062,1,23
5063,1,23
5064,1,59
5065,1,24
5066,1,196
5067,1,8
5068,1,98
5069,1,97
5070,1,7
5071,1,98
5072,1,16
5073,1,7
5074,1,19
5075,1,22
5076,1,23
5077,1,9
5078,1,9
5079,1,5
5080,1,7
5081,1,4
5082,1,9
5083,1,33
5084,1,32
5085,1,7
5086,1,277
5087,1,264
5088,1,6
5089,1,263
5090,1,7
5091,1,6
5092,1,268
5093,1,10
5094,1,7
5095,1,7
5096,1,9
5097,1,6
5098,1,10
5099,1,6
5100,1,29
5101,1,9
5102,1,32
5103,1,6
5104,1,29
5105,1,7
5106,1,26
5107,1,29
5108,1,7
5109,1,6
5110,1,10
5111,1,11
5112,1,6
5113,1,8
5114,1,7
5115,1,6
5116,1,6
5117,1,6
5118,1,6
5119,1,38
5120,1,6
5121,1,5
5122,1,33
5123,1,6
5124,1,49
5125,1,8
5126,1,41
5127,1,7
5128,1,109
5129,1,109
5130,1,6
5131,1,94
5132,1,6
5133,1,5
5134,1,65
5135,1,5
5136,1,67
5137,1,5
5138,1,62
5139,1,61
5140,1,5
5141,0,3
5142,1,5
5143,1,5
5144,0,3
5145,1,51
5146,1,51
5147,1,54
5148,1,7
5149,1,5
5150,1,6
5151,1,56
5152,1,5
5153,1,1
5154,1,5
5155,0,3
5156,1,5
5157,0,5
5158,1,5
5159,1,6
5160,0,4
5161,1,5
5162,1,6
5163,1,5
5164,1,17
5165,1,6
5166,1,5
5167,1,17
5168,1,16
5169,1,5
5170,1,5
5171,1,13
5172,1,4
5173,1,12
5174,1,12
5175,1,5
5176,1,11
5177,1,10
5178,1,4
5179,1,11
5180,1,4
5181,1,13
5182,1,4
5183,1,16
5184,1,5
5185,1,17
5186,1,15
5187,1,6
5188,1,5
5189,1,15
5190,1,6
5191,1,14
5192,1,6
5193,1,13
5194,1,4
5195,1,13
5196,1,11
5197,1,5
5198,1,14
5199,1,5
5200,1,4
5201,1,13
5202,1,3
5203,1,5
5204,1,3
5205,1,6
5206,1,5
5207,1,13
5208,1,5
5209,1,18
5210,1,14
5211,1,6
5212,1,5
5213,0,7
5214,1,5
5215,0,5
5216,1,4
5217,1,5
5218,1,4
5219,1,5
5220,1,45
5221,1,5
5222,1,50
5223,1,45
5224,1,7
5225,1,47
5226,1,5
5227,1,46
5228,1,4
5229,1,4
5230,1,35
5231,1,39
5232,1,5
5233,1,4
5234,1,4
5235,1,5
5236,1,38
5237,1,4
5238,1,31
5239,1,31
5240,1,4
5241,1,33
5242,1,5
5243,1,31
5244,1,5
5245,1,30
5246,1,5
5247,1,35
5248,1,5
5249,1,32
5250,1,5
5251,1,4
5252,1,5
5253,1,5
5254,1,4
5255,1,5
5256,1,5
5257,1,4
5258,1,5
5259,1,71
5260,1,5
5261,1,72
5262,1,5
5263,1,70
5264,1,69
5265,1,71
5266,1,4
5267,1,4
5268,0,4
5269,0,3
5270,0,3
5271,1,4
5272,0,4
5273,1,7
5274,1,1
5275,1,12
5276,1,91
5277,1,8
5278,1,9
5279,1,85
5280,1,9
5281,1,7
5282,1,9
5283,1,6
5284,1,29
5285,1,30
5286,1,29
5287,1,9
5288,1,32
5289,1,12
5290,1,32
5291,1,2
5292,1,9
5293,1,9
5294,1,6
5295,1,8
5296,1,7
5297,1,11
5298,1,13
5299,1,9
5300,1,14
5301,1,11
5302,1,9
5303,1,9
5304,1,10
5305,1,12
5306,1,10
5307,1,12
5308,1,12
5309,1,12
5310,1,11
5311,1,10
5312,1,10
5313,1,10
5314,1,7
5315,1,9
5316,1,9
5317,1,17
5318,1,22
5319,1,22
5320,1,21
5321,1,18
5322,1,13
5323,1,22
5324,1,11
5325,1,12
5326,1,17
5327,1,19
5328,1,12
5329,1,12
5330,1,17
5331,1,13
5332,1,4
5333,1,4
5334,1,10
5335,1,10
5336,1,17
5337,1,13
5338,1,53
5339,1,10
5340,1,56
5341,1,48
5342,1,51
5343,1,10
5344,1,52
5345,1,9
5346,1,6
5347,1,8
5348,1,7
5349,1,7
5350,1,7
5351,1,7
5352,1,8
5353,1,11
5354,1,8
5355,1,10
5356,1,8
5357,1,11
5358,1,14
5359,1,7
5360,1,13
5361,1,8
5362,1,13
5363,1,7
5364,1,11
5365,1,8
5366,1,11
5367,1,5
5368,1,6
5369,1,4
5370,1,4
5371,1,7
5372,1,21
5373,1,21
5374,1,9
5375,1,23
5376,1,22
5377,1,8
5378,1,72
5379,1,73
5380,1,73
5381,1,66
5382,1,9
5383,1,39
5384,1,9
5385,1,35
5386,1,9
5387,1,41
5388,1,10
5389,1,42
5390,1,41
5391,1,10
5392,1,8
5393,1,10
5394,1,9
5395,1,10
5396,1,10
5397,1,8
5398,1,16
5399,1,19
5400,1,9
5401,1,16
5402,1,12
5403,1,8
5404,1,8
5405,1,10
5406,1,11
5407,1,8
5408,1,10
5409,1,9
5410,1,8
5411,1,9
5412,1,9
5413,1,10
5414,1,9
5415,1,9
5416,1,10
5417,1,9
5418,1,8
5419,1,10
5420,1,7
5421,1,6
5422,1,8
5423,1,8
5424,1,10
5425,1,9
5426,1,9
5427,1,8
5428,1,10
5429,1,7
5430,1,20
5431,1,15
5432,1,46
5433,1,29
5434,1,24
5435,1,40
5436,1,27
5437,1,46
5438,1,37
5439,1,39
5440,1,38
5441,1,11
5442,1,12
5443,1,18
5444,1,16
5445,1,11
5446,1,16
5447,1,11
5448,1,12
5449,1,17
5450,1,11
5451,1,4
5452,1,4
5453,1,11
5454,1,17
5455,1,9
5456,1,17
5457,1,19
5458,1,21
5459,1,20
5460,1,15
5461,1,12
5462,1,14
5463,1,37
5464,1,11
5465,1,34
5466,1,36
5467,1,12
5468,1,40
5469,1,8
5470,1,12
5471,1,9
5472,1,9
5473,1,11
5474,1,8
5475,1,9
5476,1,9
5477,1,13
5478,1,12
5479,1,11
5480,1,12
5481,1,9
5482,1,13
5483,1,12
5484,1,12
5485,1,14
5486,1,7
5487,1,8
5488,1,11
5489,1,12
5490,1,6
5491,1,12
5492,1,5
5493,1,5
5494,1,37
5495,1,9
5496,1,9
5497,1,33
5498,1,11
5499,1,35
5500,1,15
5501,1,13
5502,1,14
5503,1,9
5504,1,8
5505,1,8
5506,1,6
5507,1,175
5508,1,6
5509,1,168
5510,1,16
5511,1,6
5512,1,16
5513,1,7
5514,1,18
5515,1,17
5516,1,15
5517,1,7
5518,1,81
5519,1,7
5520,1,86
5521,1,10
5522,1,87
5523,1,5
5524,1,81
5525,1,1
5526,1,6
5527,1,5
5528,1,5
5529,1,6
5530,0,5
5531,1,6
5532,1,6
5533,0,4
5534,1,8
5535,1,96
5536,1,94
5537,1,6
5538,1,98
5539,1,92
5540,1,7
5541,1,97
5542,1,6
5543,1,6
5544,1,52
5545,1,5
5546,1,6
5547,1,50
5548,1,7
5549,1,5
5550,1,52
5551,1,6
5552,1,43
5553,1,5
5554,0,5
5555,0,6
5556,1,5
5557,1,6
5558,1,29
5559,1,29
5560,1,7
5561,1,7
5562,1,6
5563,1,35
5564,1,6
5565,1,5
5566,1,6
5567,1,15
5568,1,16
5569,1,7
5570,1,12
5571,1,5
5572,1,6
5573,1,7
5574,1,7
5575,0,48
5576,0,50
5577,1,6
5578,0,52
5579,1,6
5580,0,48
5581,1,7
5582,0,51
5583,1,6
5584,1,48
5585,1,46
5586,1,49
5587,1,6
5588,1,45
5589,1,5
5590,1,26
5591,1,6
5592,1,5
5593,1,6
5594,1,24
5595,1,5
5596,1,5
5597,1,38
5598,1,42
5599,1,5
5600,1,40
5601,1,6
5602,1,5
5603,1,6
5604,1,5
5605,1,7
5606,1,6
5607,1,85
5608,1,5
5609,1,5
5610,1,83
5611,1,91
5612,1,84
5613,1,90
5614,1,8
5615,0,126
5616,0,116
5617,1,6
5618,0,108
5619,1,6
5620,1,8
5621,1,1
5622,1,7
5623,1,349
5624,1,340
5625,1,8
5626,1,358
5627,1,7
5628,1,335
5629,1,8
5630,1,345
5631,1,344
5632,1,8
5633,1,27
5634,1,8
5635,1,20
5636,1,9
5637,1,7
5638,1,22
5639,1,8
5640,1,24
5641,1,9
5642,1,24
5643,1,468
5644,1,9
5645,1,477
5646,1,8
5647,1,472
5648,1,8
5649,1,1
5650,1,8
5651,0,5
5652,1,11
5653,1,9
5654,0,5
5655,0,4
5656,1,8
5657,0,5
5658,1,9
5659,1,17
5660,1,16
5661,1,8
5662,1,19
5663,1,15
5664,1,16
5665,1,6
5666,1,8
5667,1,56
5668,1,9
5669,1,49
5670,1,9
5671,1,8
5672,1,52
5673,1,7
5674,1,91
5675,1,94
5676,1,99
5677,1,105
5678,0,5
5679,1,10
5680,1,10
5681,0,5
5682,1,8
5683,0,5
5684,1,8
5685,1,7
5686,1,173
5687,1,9
5688,1,187
5689,1,177
5690,1,7
5691,1,177
5692,1,185
5693,0,2
5694,1,8
5695,1,7
5696,0,3
5697,1,7
5698,1,7
5699,1,134
5700,1,137
5701,1,7
5702,0,6
5703,1,6
5704,0,6
5705,0,5
5706,0,6
5707,1,8
5708,1,118
5709,1,8
5710,1,7
5711,1,8
5712,1,7
5713,1,36
5714,1,9
5715,1,37
5716,1,38
5717,1,7
5718,1,38
5719,1,31
5720,1,7
5721,1,33
5722,1,172
5723,1,7
5724,1,8
5725,1,7
5726,1,170
5727,1,171
5728,1,9
5729,1,8
5730,1,6
5731,1,9
5732,1,6
5733,1,8
5734,1,7
5735,1,7
5736,1,10
5737,1,419
5738,1,10
5739,1,419
5740,1,431
5741,1,8
5742,1,8
5743,1,418
5744,0,7
5745,1,8
5746,0,6
5747,0,6
5748,1,8
5749,1,8
5750,1,1
5751,1,8
5752,1,37
5753,1,43
5754,1,7
5755,1,8
5756,1,7
5757,1,43
5758,1,8
5759,1,8
5760,1,11
5761,1,10
5762,1,16
5763,1,8
5764,1,13
5765,1,56
5766,1,7
5767,1,61
5768,1,8
5769,1,60
5770,1,8
5771,1,1
5772,1,8
5773,1,8
5774,1,8
5775,1,6
5776,1,7
5777,1,7
5778,1,11
5779,1,9
5780,1,12
5781,1,11
5782,1,8
5783,1,8
5784,1,8
5785,1,7
5786,1,12
5787,1,11
5788,1,11
5789,1,15
5790,1,10
5791,1,11
5792,1,9
5793,1,11
5794,1,11
5795,1,8
5796,1,9
5797,1,8
5798,1,9
5799,1,6
5800,1,8
5801,1,9
5802,1,17
5803,1,22
5804,1,18
5805,1,15
5806,1,22
5807,1,84
5808,1,95
5809,1,25
5810,1,25
5811,1,22
5812,1,42
5813,1,10
5814,1,9
5815,1,26
5816,1,10
5817,1,24
5818,1,11
5819,1,8
5820,1,12
5821,1,4
5822,1,20
5823,1,11
5824,1,10
5825,1,19
5826,1,18
5827,1,139
5828,1,14
5829,1,139
5830,1,9
5831,1,134
5832,1,9
5833,1,11
5834,1,135
5835,1,10
5836,1,138
5837,1,10
5838,1,10
5839,1,8
5840,1,9
5841,1,9
5842,1,8
5843,1,10
5844,1,9
5845,1,9
5846,1,10
5847,1,10
5848,1,9
5849,1,10
5850,1,12
5851,1,10
5852,1,10
5853,1,9
5854,1,9
5855,1,13
5856,1,10
5857,1,13
5858,1,11
5859,1,15
5860,1,11
5861,1,9
5862,1,16
5863,1,15
5864,1,9
5865,1,6
5866,1,9
5867,1,6
5868,1,11
5869,1,6
5870,1,94
5871,1,8
5872,1,98
5873,1,13
5874,1,9
5875,1,104
5876,1,104
5877,1,10
5878,1,103
5879,1,11
5880,1,29
5881,1,9
5882,1,27
5883,1,29
5884,1,12
5885,1,1
5886,1,10
5887,1,29
5888,1,9
5889,1,26
5890,1,9
5891,1,30
5892,1,12
5893,1,28
5894,1,10
5895,1,11
5896,1,9
5897,1,8
5898,1,9
5899,1,8
5900,1,8
5901,1,10
5902,1,8
5903,1,8
5904,1,18
5905,1,10
5906,1,8
5907,1,19
5908,1,10
5909,1,24
5910,1,9
5911,1,11
5912,0,45
5913,0,46
5914,1,9
5915,0,41
5916,0,48
5917,1,11
5918,1,9
5919,1,15
5920,1,11
5921,1,13
5922,1,8
5923,1,9
5924,1,8
5925,1,12
5926,1,9
5927,1,11
5928,1,13
5929,1,11
5930,1,10
5931,1,12
5932,1,8
5933,1,12
5934,1,9
5935,1,7
5936,1,9
5937,1,9
5938,1,17
5939,1,9
5940,1,9
5941,1,17
5942,1,9
5943,1,18
5944,1,8
5945,1,8
5946,1,15
5947,1,8
5948,1,16
5949,1,8
5950,1,14
5951,1,14
5952,1,8
5953,1,3
5954,1,3
5955,1,9
5956,1,19
5957,1,20
5958,1,9
5959,1,18
5960,1,125
5961,1,128
5962,1,9
5963,1,8
5964,1,8
5965,1,20
5966,1,9
5967,1,17
5968,1,11
5969,1,21
5970,1,16
5971,1,9
5972,1,9
5973,1,9
5974,1,8
5975,1,9
5976,1,9
5977,1,9
5978,1,9
5979,1,7
5980,1,9
5981,1,7
5982,1,18
5983,1,9
5984,1,8
5985,1,18
5986,1,21
5987,1,9
5988,1,21
5989,1,9
5990,1,23
5991,1,23
5992,1,9
5993,1,4
5994,1,8
5995,1,8
5996,1,4
5997,1,47
5998,1,8
5999,1,48
6000,1,44
6001,1,9
6002,1,46
6003,1,8
6004,1,44
6005,1,8
6006,1,7
6007,1,7
6008,1,8
6009,1,2
6010,1,3
6011,-1,2005
6012,1,5
6013,-1,2005
6014,1,3
6015,-1,2006
6016,1,4
6017,-1,2005
6018,1,4
6019,-1,2005
6020,1,4
6021,1,4
6022,1,3
6023,1,42
6024,1,6
6025,1,4
6026,1,36
6027,1,38
6028,-1,2007
6029,1,4
6030,1,3
6031,-1,2004
6032,1,3
6033,-1,2005
6034,1,4
6035,-1,2006
6036,1,4
6037,-1,2004
6038,1,6
6039,1,6
6040,1,5
