pressure_product,max_dim_l_to_min_floor,count_vol_fill_interaction
11.77148888888889,1.32,12.0456
6.6615111111111105,1.28,6.980600000000001
2.404266666666667,1.28,2.4362666666666666
8.243844444444445,1.32,8.178133333333333
0.49977777777777777,1.28,0.494
16.283555555555555,1.32,16.176
16.77277777777778,1.28,16.794666666666668
1.4641555555555554,1.36,1.5007777777777778
2.6051555555555557,1.08,2.6436666666666664
15.86533333333333,1.28,15.872355555555556
2.745,1.32,2.7950222222222223
19.188222222222223,1.32,19.061911111111108
11.549466666666666,1.28,11.629222222222221
3.6306666666666665,1.36,3.6421333333333332
13.904533333333335,1.36,13.980666666666666
6.834377777777778,1.28,6.856222222222223
7.154555555555555,1.36,7.3062000000000005
7.879999999999999,1.32,7.822955555555556
5.048244444444444,1.36,4.9896
6.354133333333334,1.16,6.2797777777777775
4.455644444444444,1.32,4.448533333333334
8.733466666666667,1.36,8.514133333333334
1.621,1.28,1.6513333333333333
14.381511111111111,1.36,14.029666666666666
10.77608888888889,1.32,10.754466666666668
5.715000000000001,1.28,5.6918
8.4878,1.36,8.6088
12.664,1.36,12.555
0.9944000000000001,1.28,0.9909333333333333
2.440533333333333,1.28,2.4795555555555557
14.016444444444444,1.36,13.662577777777777
1.3866666666666667,1.28,1.392
13.346511111111111,1.28,13.343866666666667
11.770133333333334,1.36,11.853955555555554
20.89,1.28,20.983600000000003
7.736133333333333,1.28,7.788977777777777
18.0914,1.32,17.736
21.51728888888889,1.32,21.531644444444446
12.501866666666668,1.28,12.536844444444444
8.446666666666667,1.28,8.534777777777776
7.468666666666667,1.32,7.385066666666667
23.288800000000002,1.32,23.13862222222222
0.6393333333333334,1.0,0.6939555555555555
14.040288888888886,1.32,14.023644444444443
8.912444444444445,1.32,9.010955555555556
0.47119999999999995,1.12,0.4653333333333334
0.3852,1.04,0.3588
2.955111111111111,1.32,2.9485555555555556
11.192533333333333,1.36,10.976622222222222
0.759888888888889,1.2,0.7816888888888889
5.859555555555556,1.32,5.763333333333334
14.049533333333333,1.32,13.94
1.736533333333333,1.36,1.6812222222222224
8.914399999999999,1.32,8.9032
4.621711111111111,1.28,4.6452
8.506666666666668,1.36,8.24388888888889
7.457333333333334,1.36,7.5530888888888885
13.751399999999999,1.28,13.722333333333333
2.2101333333333333,1.2,2.2096
18.261200000000002,1.28,18.367177777777776
1.0631111111111111,1.36,1.0776
14.674488888888888,1.28,14.758333333333335
10.138155555555556,1.28,10.371466666666667
4.485444444444444,1.36,4.3698
5.937777777777777,1.28,6.136
8.2344,1.36,8.016533333333333
4.210577777777778,1.28,4.270933333333334
4.618333333333333,1.28,4.707911111111111
1.9128,1.28,2.029888888888889
4.560266666666666,1.28,4.747022222222222
12.223466666666665,1.32,11.969000000000001
15.062755555555555,1.32,15.133511111111112
3.5331555555555556,1.28,3.5065999999999997
4.0488,1.36,3.9308444444444444
5.219555555555555,1.32,5.2814000000000005
7.731400000000001,1.36,7.466311111111111
13.074133333333332,1.36,12.663777777777778
11.183777777777777,1.32,11.174222222222221
2.948,1.36,2.8421555555555558
6.680177777777778,1.32,6.721555555555555
6.159666666666666,1.36,5.934222222222222
3.0490222222222227,1.28,3.124488888888889
11.0112,1.36,10.649888888888889
1.0368,1.36,1.0036444444444443
1.3701333333333332,1.28,1.4442666666666666
12.767399999999999,1.28,12.954355555555555
2.959133333333333,1.36,2.9715777777777777
9.793044444444444,1.28,9.945333333333332
4.678555555555556,1.36,4.6894
6.197377777777778,1.28,6.3826
7.93448888888889,1.36,7.687733333333334
3.0147555555555554,1.28,3.1599999999999997
12.7012,1.36,12.347333333333333
1.8261333333333334,1.28,1.8937777777777778
15.596,1.36,15.537066666666666
14.995133333333333,1.28,15.159666666666666
2.036288888888889,1.36,2.035066666666667
11.7598,1.28,11.883444444444445
3.494733333333333,1.36,3.485688888888889
7.7620000000000005,1.28,7.94511111111111
4.146133333333333,1.28,4.284
10.682,1.36,10.329511111111112
13.347111111111111,1.36,13.286000000000001
12.155733333333334,1.32,12.042333333333334
6.2176,1.32,6.158
5.350311111111111,1.2,5.583555555555556
9.689244444444444,1.28,9.605555555555556
6.4437999999999995,1.2,6.479244444444444
11.352,1.28,11.177
7.061333333333334,1.28,7.120266666666666
7.099555555555556,1.4,7.646222222222223
4.301244444444444,1.4,4.5648
11.234888888888888,1.4,11.846177777777777
9.667777777777777,1.28,9.778222222222222
8.010422222222223,1.28,8.0064
3.8271999999999995,1.28,3.7872
5.4944444444444445,1.4,5.8878
3.574266666666667,1.28,3.5315555555555553
6.152111111111111,1.32,6.2641333333333336
6.886666666666667,1.36,7.078133333333333
3.3408,1.32,3.4899555555555555
8.983199999999998,1.4,9.478933333333334
4.240799999999999,1.4,4.586488888888889
6.562111111111111,1.28,6.547199999999999
5.426399999999999,1.4,5.7934
6.338466666666667,1.36,6.480466666666667
5.6274,1.32,5.970444444444444
5.821688888888888,1.32,5.775733333333333
9.550333333333334,1.32,9.624044444444445
8.99371111111111,1.28,9.0064
2.764866666666667,1.2,2.8474666666666666
6.809,1.28,6.717822222222222
9.347999999999999,1.4,9.880866666666666
5.395133333333334,1.32,5.527555555555556
3.1710000000000003,1.28,3.1900444444444442
4.592933333333334,1.32,4.5266
6.728,1.28,6.575066666666666
9.016533333333333,1.32,9.086422222222222
5.997066666666667,1.32,6.236266666666666
8.3352,1.28,8.394133333333333
18.99848888888889,1.4,19.5284
2.311222222222222,1.36,2.398977777777778
10.33608888888889,1.28,10.255155555555556
4.732799999999999,1.4,5.0284
10.1916,1.36,10.293111111111111
8.124444444444444,1.28,8.151733333333333
6.325155555555556,1.32,6.504666666666667
5.701177777777778,1.32,6.059333333333333
8.070933333333334,1.4,8.33971111111111
3.7942666666666667,1.32,3.8008888888888888
4.963933333333333,1.2,5.079555555555556
9.550444444444445,1.28,9.712444444444444
3.7658666666666663,1.28,3.7160888888888888
0.4488888888888889,1.0,0.4612666666666667
5.328555555555556,1.08,5.351111111111111
8.795733333333333,1.4,9.248533333333334
5.181644444444445,1.32,5.1544
3.863977777777778,1.28,3.8992
8.236444444444444,1.04,8.253844444444445
5.4088666666666665,1.2,5.543555555555556
4.871177777777778,1.04,4.8871111111111105
11.287888888888888,1.32,11.372355555555556
12.17911111111111,1.4,12.698933333333333
5.674666666666667,1.32,5.713111111111111
8.054400000000001,1.4,8.3032
6.997377777777778,1.32,7.1240000000000006
5.899911111111111,1.32,5.87351111111111
8.484,1.4,8.825600000000001
10.2368,1.28,10.073466666666667
5.007022222222222,1.4,5.365799999999999
16.842222222222222,1.4,17.76802222222222
3.0649777777777776,1.32,3.1020444444444446
10.6436,1.28,10.727333333333334
8.904777777777777,1.32,8.870044444444444
4.44888888888889,1.28,4.411
4.178533333333333,1.28,4.1234
1.6652000000000002,1.2,1.7630666666666668
3.283,1.16,3.263288888888889
15.36,1.4,15.819377777777778
9.751733333333332,1.36,9.934711111111111
6.93711111111111,1.4,7.383111111111111
4.570822222222223,1.36,4.6578
10.310666666666666,1.32,10.425022222222221
10.622622222222223,1.28,10.817955555555557
5.659111111111112,1.32,5.6051111111111105
1.8949333333333334,1.32,1.9305333333333334
4.741333333333333,1.04,4.7872
7.742933333333333,1.04,7.844533333333334
8.964,1.28,9.004177777777779
4.083022222222222,1.32,4.1377999999999995
8.252977777777778,1.2,8.414177777777777
4.524577777777778,1.36,4.7512
9.5048,1.4,9.893866666666666
7.488,1.4,7.742044444444445
4.244311111111111,1.28,4.2034
4.663022222222222,1.28,4.621
4.5200000000000005,1.32,4.399
11.120533333333332,1.2,11.368666666666666
7.975644444444446,1.4,8.369533333333333
13.929,1.4,14.487333333333334
3.640266666666667,1.32,3.6401999999999997
5.3266888888888895,1.32,5.438666666666667
9.956444444444445,1.32,10.019333333333334
10.443644444444445,1.28,10.3796
